,overpoints,to_end_seconds,interactions
35527,1105,12923,2
35528,1144,12923,2
35529,1168,12923,2
35530,1167,12923,2
35531,1140,12922,2
35532,1101,12922,2
35533,1107,12922,2
35534,1100,12922,2
35535,1080,12922,2
35536,1091,12922,2
35537,1121,12922,2
35538,1153,12922,2
35539,1206,12922,2
35540,1316,12922,2
35541,1373,12922,2
35542,1433,12922,2
35543,1479,12922,2
35544,1507,12922,2
35545,1536,12922,2
35546,1569,12922,2
35547,1581,12922,2
35548,1610,12922,2
35549,1641,12922,2
35550,1673,12922,2
35551,1746,12922,2
35552,1776,12922,2
35553,1833,12922,2
35554,1956,12922,2
35555,2042,12921,2
35556,2148,12921,2
35557,2194,12921,2
35558,2341,12921,2
35559,2371,12921,2
35560,2426,12921,2
35561,2465,12921,2
35562,2431,12921,2
35563,2375,12921,2
35564,2325,12921,2
35565,2143,12921,2
35566,2020,12921,2
35567,1927,12921,2
35568,1809,12921,2
35569,1578,12921,2
35570,1497,12921,2
35571,1391,12921,2
35572,1248,12921,2
35573,1215,12921,2
35574,1172,12921,2
35575,1157,12921,2
35576,1111,12921,2
35577,1119,12921,2
35578,1126,12920,2
35579,1112,12920,2
35580,1177,12920,2
35581,1198,12920,2
35582,1227,12920,2
35583,1252,12920,2
35584,1214,12920,2
35585,1183,12920,2
35586,1185,12920,2
35587,1196,12920,2
35588,1338,12920,2
35589,1417,12920,2
35590,1456,12920,2
35591,1471,12920,2
35592,1578,12920,2
35593,1611,12920,2
35594,1673,12920,2
35595,1749,12920,2
35596,1933,12920,2
35597,1992,12920,2
35598,2069,12920,2
35599,2196,12920,2
35600,2276,12920,2
35601,2339,12920,2
35602,2396,12919,2
35603,2526,12919,2
35604,2615,12919,2
35605,2669,12919,2
35606,2747,12919,2
35607,2856,12919,2
35608,2973,12919,2
35609,3008,12919,2
35610,3096,12919,2
35611,3228,12919,2
35612,3334,12919,2
35613,3418,12919,2
35614,3495,12919,2
35615,3648,12919,2
35616,3709,12919,2
35617,3769,12919,2
35618,3800,12919,2
35619,3776,12919,2
35620,3761,12919,2
35621,3720,12919,2
35622,3631,12919,2
35623,3459,12919,2
35624,3409,12919,2
35625,3325,12919,2
35626,3204,12918,2
35627,3167,12918,2
35628,3085,12918,2
35629,3006,12918,2
35630,2982,12918,2
35631,2908,12918,2
35632,2872,12918,2
35633,2778,12918,2
35634,2741,12918,2
35635,2705,12918,2
35636,2678,12918,2
35637,2625,12918,2
35638,2610,12918,2
35639,2621,12918,2
35640,2623,12918,2
35641,2717,12918,2
35642,2787,12918,2
35643,2845,12918,2
35644,2925,12918,2
35645,2967,12918,2
35646,3077,12918,2
35647,3101,12918,2
35648,3115,12918,2
35649,3158,12918,2
35650,3005,12917,2
35651,2954,12917,2
35652,3054,12917,2
35653,2968,12917,2
35654,2956,12917,2
35655,3015,12917,2
35656,2915,12917,2
35657,3005,12917,2
35658,3031,12917,2
35659,2989,12917,2
35660,3012,12917,2
35661,2968,12917,2
35662,3080,12917,2
35663,3146,12917,2
35664,3151,12917,2
35665,3258,12917,2
35666,3195,12917,2
35667,3214,12917,2
35668,3416,12917,2
35669,3416,12917,2
35670,3485,12917,2
35671,3439,12917,2
35672,3516,12917,2
35673,3540,12916,2
35674,3492,12916,2
35675,3443,12916,2
35676,3408,12916,2
35677,3494,12916,2
35678,3572,12916,2
35679,3604,12916,2
35680,3635,12916,2
35681,3676,12916,2
35682,3766,12916,2
35683,3816,12916,2
35684,3781,12916,2
35685,3757,12916,2
35686,3632,12916,2
35687,3565,12916,2
35688,3511,12916,2
35689,3506,12916,2
35690,3465,12916,2
35691,3455,12916,2
35692,3442,12916,2
35693,3435,12916,2
35694,3438,12916,2
35695,3470,12916,2
35696,3464,12916,2
35697,3473,12915,2
35698,3464,12915,2
35699,3480,12915,2
35700,3491,12915,2
35701,3565,12915,2
35702,3552,12915,2
35703,3560,12915,2
35704,3623,12915,2
35705,3788,12915,2
35706,3949,12915,2
35707,4107,12915,2
35708,4173,12915,2
35709,4297,12915,2
35710,4385,12915,2
35711,4466,12915,2
35712,4651,12915,2
35713,4773,12915,2
35714,4860,12915,2
35715,4994,12915,2
35716,5298,12915,2
35717,5389,12915,2
35718,5508,12915,2
35719,5669,12915,2
35720,5854,12915,2
35721,5916,12914,2
35722,5974,12914,2
35723,5955,12914,2
35724,5918,12914,2
35725,5833,12914,2
35726,5850,12914,2
35727,5880,12914,2
35728,5834,12914,2
35729,5854,12914,2
35730,5816,12914,2
35731,5634,12914,2
35732,5461,12914,2
35733,5406,12914,2
35734,5342,12914,2
35735,5201,12914,2
35736,5168,12914,2
35737,5145,12914,2
35738,5006,12914,2
35739,4556,12914,2
35740,4330,12914,2
35741,4146,12914,2
35742,3931,12914,2
35743,3797,12914,2
35744,3581,12913,2
35745,3284,12913,2
35746,2858,12913,2
35747,2796,12913,2
35748,2795,12913,2
35749,2689,12913,2
35750,2735,12913,2
35751,2705,12913,2
35752,2601,12913,2
35753,2470,12913,2
35754,2446,12913,2
35755,2388,12913,2
35756,2438,12913,2
35757,2461,12913,2
35758,2511,12913,2
35759,2486,12913,2
35760,2442,12913,2
35761,2406,12913,2
35762,2429,12913,2
35763,2456,12913,2
35764,2486,12913,2
35765,2589,12913,2
35766,2593,12913,2
35767,2620,12913,2
35768,2664,12912,2
35769,2739,12912,2
35770,3028,12912,2
35771,3134,12912,2
35772,3130,12912,2
35773,2979,12912,2
35774,3074,12912,2
35775,3164,12912,2
35776,3253,12912,2
35777,3225,12912,2
35778,3200,12912,2
35779,3105,12912,2
35780,2791,12912,2
35781,2644,12912,2
35782,2550,12912,2
35783,2468,12912,2
35784,2300,12912,2
35785,2294,12912,2
35786,2309,12912,2
35787,2254,12912,2
35788,2347,12912,2
35789,2218,12912,2
35790,2096,12912,2
35791,1800,12912,2
35792,1634,12911,2
35793,1504,12911,2
35794,1450,12911,2
35795,1479,12911,2
35796,1411,12911,2
35797,1415,12911,2
35798,1418,12911,2
35799,1375,12911,2
35800,1394,12911,2
35801,1379,12911,2
35802,1343,12911,2
35803,1239,12911,2
35804,1205,12911,2
35805,1168,12911,2
35806,1178,12911,2
35807,1195,12911,2
35808,1216,12911,2
35809,1230,12911,2
35810,1259,12911,2
35811,1235,12911,2
35812,1205,12911,2
35813,1176,12911,2
35814,1150,12911,2
35815,1127,12911,2
35816,1104,12910,2
35817,1103,12910,2
35818,1136,12910,2
35819,1142,12910,2
35820,1163,12910,2
35821,1254,12910,2
35822,1285,12910,2
35823,1320,12910,2
35824,1354,12910,2
35825,1443,12910,2
35826,1511,12910,2
35827,1570,12910,2
35828,1623,12910,2
35829,1688,12910,2
35830,1730,12910,2
35831,1801,12910,2
35832,1835,12910,2
35833,1918,12910,2
35834,2004,12910,2
35835,2056,12910,2
35836,2107,12910,2
35837,2179,12910,2
35838,2212,12910,2
35839,2241,12909,2
35840,2304,12909,2
35841,2263,12909,2
35842,2239,12909,2
35843,2206,12909,2
35844,2160,12909,2
35845,1990,12909,2
35846,1920,12909,2
35847,1825,12909,2
35848,1806,12909,2
35849,1840,12909,2
35850,1905,12909,2
35851,1896,12909,2
35852,1927,12909,2
35853,2002,12909,2
35854,2040,12909,2
35855,2028,12909,2
35856,2101,12909,2
35857,2182,12909,2
35858,2193,12909,2
35859,2248,12909,2
35860,2260,12909,2
35861,2245,12909,2
35862,2249,12909,2
35863,2317,12908,2
35864,2355,12908,2
35865,2363,12908,2
35866,2436,12908,2
35867,2558,12908,2
35868,2676,12908,2
35869,2784,12908,2
35870,2868,12908,2
35871,3070,12908,2
35872,3155,12908,2
35873,3218,12908,2
35874,3359,12908,2
35875,3538,12908,2
35876,3598,12908,2
35877,3669,12908,2
35878,3728,12908,2
35879,3758,12908,2
35880,3804,12908,2
35881,3803,12908,2
35882,3885,12908,2
35883,3956,12908,2
35884,4016,12908,2
35885,4064,12908,2
35886,4044,12908,2
35887,3977,12907,2
35888,3908,12907,2
35889,3880,12907,2
35890,3892,12907,2
35891,3940,12907,2
35892,3928,12907,2
35893,3984,12907,2
35894,4032,12907,2
35895,4070,12907,2
35896,4081,12907,2
35897,4046,12907,2
35898,4062,12907,2
35899,4020,12907,2
35900,4029,12907,2
35901,4012,12907,2
35902,4089,12907,2
35903,4170,12907,2
35904,4326,12907,2
35905,4854,12907,2
35906,4826,12907,2
35907,4780,12907,2
35908,4803,12907,2
35909,4611,12907,2
35910,4512,12907,2
35911,4459,12906,2
35912,4429,12906,2
35913,4491,12906,2
35914,4481,12906,2
35915,4551,12906,2
35916,4574,12906,2
35917,4756,12906,2
35918,4939,12906,2
35919,5012,12906,2
35920,4986,12906,2
35921,5006,12906,2
35922,5026,12906,2
35923,5034,12906,2
35924,5107,12906,2
35925,5138,12906,2
35926,5146,12906,2
35927,5156,12906,2
35928,5085,12906,2
35929,4987,12906,2
35930,4906,12906,2
35931,4849,12906,2
35932,4755,12906,2
35933,4684,12906,2
35934,4675,12905,2
35935,4653,12905,2
35936,4543,12905,2
35937,4459,12905,2
35938,4395,12905,2
35939,4381,12905,2
35940,4349,12905,2
35941,4245,12905,2
35942,4115,12905,2
35943,3977,12905,2
35944,3645,12905,2
35945,3478,12905,2
35946,3313,12905,2
35947,3017,12905,2
35948,2943,12905,2
35949,2880,12905,2
35950,2820,12905,2
35951,2751,12905,2
35952,2737,12905,2
35953,2795,12905,2
35954,2848,12905,2
35955,2931,12905,2
35956,2946,12905,2
35957,3036,12905,2
35958,3088,12904,2
35959,3242,12904,2
35960,3370,12904,2
35961,3493,12904,2
35962,3654,12904,2
35963,3728,12904,2
35964,3779,12904,2
35965,3850,12904,2
35966,3882,12904,2
35967,3860,12904,2
35968,3843,12904,2
35969,3818,12904,2
35970,3730,12904,2
35971,3671,12904,2
35972,3664,12904,2
35973,3665,12904,2
35974,3683,12904,2
35975,3651,12904,2
35976,3580,12904,2
35977,3522,12904,2
35978,3518,12904,2
35979,3447,12904,2
35980,3241,12904,2
35981,3157,12904,2
35982,3067,12903,2
35983,3013,12903,2
35984,2915,12903,2
35985,2759,12903,2
35986,2717,12903,2
35987,2743,12903,2
35988,2722,12903,2
35989,2612,12903,2
35990,2676,12903,2
35991,2713,12903,2
35992,2676,12903,2
35993,2724,12903,2
35994,2752,12903,2
35995,2767,12903,2
35996,2698,12903,2
35997,2607,12903,2
35998,2589,12903,2
35999,2628,12903,2
36000,2570,12903,2
36001,2529,12903,2
36002,2539,12903,2
36003,2589,12903,2
36004,2663,12903,2
36005,2750,12903,2
36006,2734,12902,2
36007,2825,12902,2
36008,2728,12902,2
36009,2576,12902,2
36010,2520,12902,2
36011,2548,12902,2
36012,2597,12902,2
36013,2599,12902,2
36014,2414,12902,2
36015,2279,12902,2
36016,2269,12902,2
36017,2380,12902,2
36018,2364,12902,2
36019,2334,12902,2
36020,2326,12902,2
36021,2316,12902,2
36022,2266,12902,2
36023,2141,12902,2
36024,2023,12902,2
36025,2181,12902,2
36026,2221,12902,2
36027,2284,12902,2
36028,2410,12902,2
36029,2504,12901,2
36030,2270,12901,2
36031,2178,12901,2
36032,2117,12901,2
36033,2238,12901,2
36034,2580,12901,2
36035,2650,12901,2
36036,2743,12901,2
36037,2836,12901,2
36038,2874,12901,2
36039,2936,12901,2
36040,3037,12901,2
36041,3099,12901,2
36042,3195,12901,2
36043,3249,12901,2
36044,3270,12901,2
36045,3289,12901,2
36046,3305,12901,2
36047,3341,12901,2
36048,3381,12901,2
36049,3395,12901,2
36050,3390,12901,2
36051,3380,12901,2
36052,3466,12901,2
36053,3534,12900,2
36054,3614,12900,2
36055,3696,12900,2
36056,3681,12900,2
36057,3605,12900,2
36058,3532,12900,2
36059,3434,12900,2
36060,3389,12900,2
36061,3339,12900,2
36062,3286,12900,2
36063,3213,12900,2
36064,3200,12900,2
36065,3069,12900,2
36066,3008,12900,2
36067,2906,12900,2
36068,2765,12900,2
36069,2462,12900,2
36070,2395,12900,2
36071,2358,12900,2
36072,2284,12900,2
36073,2193,12900,2
36074,2231,12900,2
36075,2236,12900,2
36076,2136,12899,2
36077,2103,12899,2
36078,2112,12899,2
36079,2125,12899,2
36080,2155,12899,2
36081,2229,12899,2
36082,2243,12899,2
36083,2203,12899,2
36084,2045,12899,2
36085,1792,12899,2
36086,1686,12899,2
36087,1564,12899,2
36088,1499,12899,2
36089,1433,12899,2
36090,1339,12899,2
36091,1237,12899,2
36092,1224,12899,2
36093,1224,12899,2
36094,1232,12899,2
36095,1228,12899,2
36096,1276,12899,2
36097,1382,12899,2
36098,1444,12899,2
36099,1525,12898,2
36100,1626,12898,2
36101,1659,12898,2
36102,1728,12898,2
36103,1768,12898,2
36104,1823,12898,2
36105,1876,12898,2
36106,1887,12898,2
36107,1876,12898,2
36108,1908,12898,2
36109,1935,12898,2
36110,2060,12898,2
36111,2112,12898,2
36112,2134,12898,2
36113,2076,12898,2
36114,2056,12898,2
36115,2020,12898,2
36116,2051,12898,2
36117,2103,12898,2
36118,2137,12898,2
36119,2203,12898,2
36120,2315,12898,2
36121,2410,12898,2
36122,2514,12897,2
36123,2699,12897,2
36124,2817,12897,2
36125,2909,12897,2
36126,2943,12897,2
36127,2909,12897,2
36128,2915,12897,2
36129,2893,12897,2
36130,2832,12897,2
36131,2785,12897,2
36132,2774,12897,2
36133,2746,12897,2
36134,2710,12897,2
36135,2673,12897,2
36136,2612,12897,2
36137,2616,12897,2
36138,2662,12897,2
36139,2700,12897,2
36140,2738,12897,2
36141,2778,12897,2
36142,2784,12897,2
36143,2739,12897,2
36144,2713,12897,2
36145,2696,12896,2
36146,2588,12896,2
36147,2528,12896,2
36148,2451,12896,2
36149,2319,12896,2
36150,2221,12896,2
36151,2093,12896,2
36152,1800,12896,2
36153,1704,12896,2
36154,1648,12896,2
36155,1671,12896,2
36156,1728,12896,2
36157,1820,12896,2
36158,1929,12896,2
36159,2125,12896,2
36160,2252,12896,2
36161,2382,12896,2
36162,2462,12896,2
36163,2613,12896,2
36164,2662,12896,2
36165,2686,12896,2
36166,2659,12896,2
36167,2576,12896,2
36168,2481,12895,2
36169,2355,12895,2
36170,2043,12895,2
36171,1838,12895,2
36172,1791,12895,2
36173,1804,12895,2
36174,1828,12895,2
36175,1961,12895,2
36176,2037,12895,2
36177,2195,12895,2
36178,2327,12895,2
36179,2546,12895,2
36180,2671,12895,2
36181,2720,12895,2
36182,2785,12895,2
36183,2874,12895,2
36184,2896,12895,2
36185,2893,12895,2
36186,2928,12895,2
36187,2924,12895,2
36188,2902,12895,2
36189,2811,12895,2
36190,2742,12894,2
36191,2649,12894,2
36192,2641,12894,2
36193,2652,12894,2
36194,2690,12894,2
36195,2766,12894,2
36196,2837,12894,2
36197,2938,12894,2
36198,2961,12894,2
36199,3013,12894,2
36200,3032,12894,2
36201,2925,12894,2
36202,2820,12894,2
36203,2579,12894,2
36204,2459,12894,2
36205,2359,12894,2
36206,2236,12894,2
36207,2048,12894,2
36208,1884,12894,2
36209,1751,12894,2
36210,1519,12894,2
36211,1395,12894,2
36212,1240,12894,2
36213,1060,12893,2
36214,1002,12893,2
36215,1006,12893,2
36216,1029,12893,2
36217,1121,12893,2
36218,1162,12893,2
36219,1213,12893,2
36220,1243,12893,2
36221,1347,12893,2
36222,1410,12893,2
36223,1453,12893,2
36224,1531,12893,2
36225,1648,12893,2
36226,1695,12893,2
36227,1749,12893,2
36228,1828,12893,2
36229,1893,12892,2
36230,1945,12892,2
36231,2050,12892,2
36232,2181,12892,2
36233,2261,12892,2
36234,2332,12892,2
36235,2420,12892,2
36236,2436,12892,2
36237,2509,12892,2
36238,2499,12892,2
36239,2529,12892,2
36240,2564,12892,2
36241,2561,12892,2
36242,2558,12892,2
36243,2485,12892,2
36244,2465,12892,2
36245,2389,12892,2
36246,2190,12892,2
36247,2073,12892,2
36248,1954,12892,2
36249,1733,12892,2
36250,1597,12892,2
36251,1441,12892,2
36252,1320,12891,2
36253,1177,12891,2
36254,1137,12891,2
36255,1097,12891,2
36256,1091,12891,2
36257,1089,12891,2
36258,1118,12891,2
36259,1152,12891,2
36260,1214,12891,2
36261,1251,12891,2
36262,1312,12891,2
36263,1356,12891,2
36264,1529,12891,2
36265,1651,12891,2
36266,1882,12891,2
36267,2089,12891,2
36268,2682,12891,2
36269,2936,12891,2
36270,3248,12891,2
36271,3544,12891,2
36272,3902,12891,2
36273,4011,12891,2
36274,4048,12891,2
36275,4078,12891,2
36276,4118,12890,2
36277,4124,12890,2
36278,4148,12890,2
36279,4238,12890,2
36280,4277,12890,2
36281,4358,12890,2
36282,4485,12890,2
36283,4733,12890,2
36284,4894,12890,2
36285,5024,12890,2
36286,5201,12890,2
36287,5536,12890,2
36288,5654,12890,2
36289,5788,12890,2
36290,5905,12890,2
36291,6130,12890,2
36292,6253,12890,2
36293,6321,12890,2
36294,6497,12890,2
36295,6581,12890,2
36296,6633,12890,2
36297,6728,12890,2
36298,6952,12890,2
36299,7021,12890,2
36300,7106,12889,2
36301,7311,12889,2
36302,7363,12889,2
36303,7432,12889,2
36304,7447,12889,2
36305,7342,12889,2
36306,7261,12889,2
36307,7128,12889,2
36308,6990,12889,2
36309,6809,12889,2
36310,6770,12889,2
36311,6744,12889,2
36312,6719,12889,2
36313,6737,12889,2
36314,6758,12889,2
36315,6988,12889,2
36316,7106,12889,2
36317,7317,12889,2
36318,7594,12889,2
36319,8263,12889,2
36320,8415,12889,2
36321,8440,12889,2
36322,8420,12889,2
36323,8296,12888,2
36324,8121,12888,2
36325,7762,12888,2
36326,7707,12888,2
36327,7562,12888,2
36328,7460,12888,2
36329,7435,12888,2
36330,7220,12888,2
36331,7052,12888,2
36332,6945,12888,2
36333,6866,12888,2
36334,7018,12888,2
36335,7059,12888,2
36336,7057,12888,2
36337,6966,12888,2
36338,6932,12888,2
36339,6921,12888,2
36340,6951,12888,2
36341,6912,12888,2
36342,6840,12888,2
36343,6831,12888,2
36344,6753,12888,2
36345,6732,12888,2
36346,6686,12888,2
36347,6633,12887,2
36348,6517,12887,2
36349,6055,12887,2
36350,5965,12887,2
36351,6001,12887,2
36352,6177,12887,2
36353,6260,12887,2
36354,6303,12887,2
36355,6338,12887,2
36356,6321,12887,2
36357,6190,12887,2
36358,6109,12887,2
36359,6105,12887,2
36360,6128,12887,2
36361,6149,12887,2
36362,6122,12887,2
36363,6148,12887,2
36364,6185,12887,2
36365,6104,12887,2
36366,5937,12887,2
36367,5861,12887,2
36368,5800,12887,2
36369,5751,12887,2
36370,5798,12886,2
36371,5869,12886,2
36372,5967,12886,2
36373,6255,12886,2
36374,6373,12886,2
36375,6445,12886,2
36376,6459,12886,2
36377,6292,12886,2
36378,6258,12886,2
36379,6294,12886,2
36380,6298,12886,2
36381,6351,12886,2
36382,6213,12886,2
36383,6214,12886,2
36384,6106,12886,2
36385,6104,12886,2
36386,6092,12886,2
36387,6021,12886,2
36388,5916,12886,2
36389,5880,12886,2
36390,5768,12886,2
36391,5669,12886,2
36392,5591,12886,2
36393,5587,12886,2
36394,5707,12885,2
36395,5627,12885,2
36396,5646,12885,2
36397,5521,12885,2
36398,5435,12885,2
36399,5312,12885,2
36400,5001,12885,2
36401,4710,12885,2
36402,4438,12885,2
36403,4115,12885,2
36404,3472,12885,2
36405,3314,12885,2
36406,3202,12885,2
36407,3128,12885,2
36408,2932,12885,2
36409,2699,12885,2
36410,2432,12885,2
36411,2334,12885,2
36412,2446,12885,2
36413,2586,12885,2
36414,3044,12885,2
36415,3234,12885,2
36416,3563,12885,2
36417,4557,12884,2
36418,4848,12884,2
36419,5032,12884,2
36420,5240,12884,2
36421,5590,12884,2
36422,5779,12884,2
36423,5798,12884,2
36424,5803,12884,2
36425,5981,12884,2
36426,6168,12884,2
36427,6261,12884,2
36428,6388,12884,2
36429,6453,12884,2
36430,6327,12884,2
36431,6454,12884,2
36432,6578,12884,2
36433,6598,12884,2
36434,6610,12884,2
36435,6693,12884,2
36436,6761,12884,2
36437,6853,12884,2
36438,6898,12884,2
36439,7028,12884,2
36440,7039,12884,2
36441,6980,12883,2
36442,7003,12883,2
36443,6949,12883,2
36444,6997,12883,2
36445,7065,12883,2
36446,7155,12883,2
36447,7189,12883,2
36448,7213,12883,2
36449,7240,12883,2
36450,7270,12883,2
36451,7319,12883,2
36452,7358,12883,2
36453,7386,12883,2
36454,7393,12883,2
36455,7392,12883,2
36456,7463,12883,2
36457,7498,12883,2
36458,7519,12883,2
36459,7708,12883,2
36460,7800,12883,2
36461,7922,12883,2
36462,8274,12883,2
36463,8370,12883,2
36464,8418,12883,2
36465,8447,12882,2
36466,8472,12882,2
36467,8512,12882,2
36468,8552,12882,2
36469,8501,12882,2
36470,8465,12882,2
36471,8350,12882,2
36472,8326,12882,2
36473,8341,12882,2
36474,8373,12882,2
36475,8537,12882,2
36476,8593,12882,2
36477,8587,12882,2
36478,8485,12882,2
36479,8337,12882,2
36480,8168,12882,2
36481,8058,12882,2
36482,8112,12882,2
36483,8358,12882,2
36484,8440,12882,2
36485,8457,12882,2
36486,8394,12882,2
36487,8298,12882,2
36488,8165,12881,2
36489,8189,12881,2
36490,8265,12881,2
36491,8375,12881,2
36492,8443,12881,2
36493,8537,12881,2
36494,8590,12881,2
36495,8583,12881,2
36496,8577,12881,2
36497,8583,12881,2
36498,8521,12881,2
36499,8519,12881,2
36500,8520,12881,2
36501,8475,12881,2
36502,8441,12881,2
36503,8388,12881,2
36504,8364,12881,2
36505,8374,12881,2
36506,8374,12881,2
36507,8436,12881,2
36508,8432,12881,2
36509,8451,12881,2
36510,8475,12881,2
36511,8467,12881,2
36512,8514,12880,2
36513,8571,12880,2
36514,8535,12880,2
36515,8417,12880,2
36516,8397,12880,2
36517,8344,12880,2
36518,8354,12880,2
36519,8327,12880,2
36520,8346,12880,2
36521,8341,12880,2
36522,8305,12880,2
36523,8249,12880,2
36524,8216,12880,2
36525,8137,12880,2
36526,8081,12880,2
36527,7837,12880,2
36528,7826,12880,2
36529,7880,12880,2
36530,8012,12880,2
36531,8109,12880,2
36532,8109,12880,2
36533,8143,12880,2
36534,8168,12880,2
36535,8120,12879,2
36536,7992,12879,2
36537,7974,12879,2
36538,7846,12879,2
36539,7876,12879,2
36540,8004,12879,2
36541,8040,12879,2
36542,7965,12879,2
36543,8081,12879,2
36544,8217,12879,2
36545,8406,12879,2
36546,8416,12879,2
36547,8426,12879,2
36548,8345,12879,2
36549,8162,12879,2
36550,8077,12879,2
36551,7939,12879,2
36552,7950,12879,2
36553,7969,12879,2
36554,8085,12879,2
36555,8124,12879,2
36556,8195,12879,2
36557,8251,12879,2
36558,8599,12879,2
36559,8802,12878,2
36560,8897,12878,2
36561,8870,12878,2
36562,8729,12878,2
36563,8575,12878,2
36564,8341,12878,2
36565,7975,12878,2
36566,7897,12878,2
36567,7942,12878,2
36568,8038,12878,2
36569,8152,12878,2
36570,8266,12878,2
36571,8420,12878,2
36572,8451,12878,2
36573,8539,12878,2
36574,8427,12878,2
36575,8230,12878,2
36576,7719,12878,2
36577,7505,12878,2
36578,7363,12878,2
36579,7284,12878,2
36580,7181,12878,2
36581,7118,12878,2
36582,7111,12877,2
36583,7095,12877,2
36584,7038,12877,2
36585,6947,12877,2
36586,6774,12877,2
36587,6460,12877,2
36588,5943,12877,2
36589,5759,12877,2
36590,5555,12877,2
36591,5394,12877,2
36592,5323,12877,2
36593,5219,12877,2
36594,5114,12877,2
36595,4790,12877,2
36596,4566,12877,2
36597,4352,12877,2
36598,3849,12877,2
36599,3477,12877,2
36600,3217,12877,2
36601,2973,12877,2
36602,2514,12877,2
36603,2293,12877,2
36604,2139,12877,2
36605,2129,12877,2
36606,1972,12876,2
36607,1950,12876,2
36608,1860,12876,2
36609,1801,12876,2
36610,1805,12876,2
36611,1766,12876,2
36612,1713,12876,2
36613,1534,12876,2
36614,1441,12876,2
36615,1364,12876,2
36616,1282,12876,2
36617,1132,12876,2
36618,1063,12876,2
36619,1012,12876,2
36620,1063,12876,2
36621,1121,12876,2
36622,1148,12876,2
36623,1198,12876,2
36624,1239,12876,2
36625,1270,12876,2
36626,1325,12875,2
36627,1295,12875,2
36628,1274,12875,2
36629,1264,12875,2
36630,1217,12875,2
36631,1071,12875,2
36632,1045,12875,2
36633,1019,12875,2
36634,1026,12875,2
36635,1043,12875,2
36636,1152,12875,2
36637,1253,12875,2
36638,1414,12875,2
36639,1544,12875,2
36640,1685,12875,2
36641,1939,12875,2
36642,1978,12875,2
36643,1983,12875,2
36644,1934,12875,2
36645,1955,12875,2
36646,2054,12875,2
36647,2321,12875,2
36648,2548,12875,2
36649,2925,12874,2
36650,2996,12874,2
36651,3051,12874,2
36652,2948,12874,2
36653,2821,12874,2
36654,2609,12874,2
36655,2371,12874,2
36656,2098,12874,2
36657,1982,12874,2
36658,2087,12874,2
36659,2221,12874,2
36660,2385,12874,2
36661,2718,12874,2
36662,2803,12874,2
36663,2790,12874,2
36664,2688,12874,2
36665,2593,12874,2
36666,2472,12874,2
36667,2311,12874,2
36668,2040,12874,2
36669,1936,12874,2
36670,1906,12874,2
36671,1966,12874,2
36672,2162,12874,2
36673,2239,12873,2
36674,2279,12873,2
36675,2221,12873,2
36676,2116,12873,2
36677,2021,12873,2
36678,1871,12873,2
36679,1687,12873,2
36680,1511,12873,2
36681,1595,12873,2
36682,1697,12873,2
36683,1877,12873,2
36684,1879,12873,2
36685,1772,12873,2
36686,1201,12873,2
36687,1004,12873,2
36688,1011,12873,2
36689,1135,12873,2
36690,1290,12873,2
36691,1443,12873,2
36692,1538,12873,2
36693,1593,12873,2
36694,1631,12872,2
36695,1615,12872,2
36696,1562,12872,2
36697,1574,12872,2
36698,1562,12872,2
36699,1552,12872,2
36700,1517,12872,2
36701,1463,12872,2
36702,1273,12872,2
36703,1204,12872,2
36704,1214,12872,2
36705,1278,12872,2
36706,1395,12872,2
36707,1664,12872,2
36708,1754,12872,2
36709,1801,12872,2
36710,1817,12872,2
36711,1823,12872,2
36712,1813,12872,2
36713,1814,12872,2
36714,1618,12872,2
36715,1537,12872,2
36716,1443,12872,2
36717,1528,12871,2
36718,1662,12871,2
36719,1786,12871,2
36720,1855,12871,2
36721,2060,12871,2
36722,2098,12871,2
36723,2123,12871,2
36724,2148,12871,2
36725,2074,12871,2
36726,1887,12871,2
36727,1739,12871,2
36728,1637,12871,2
36729,1367,12871,2
36730,1252,12871,2
36731,1226,12871,2
36732,1288,12871,2
36733,1285,12871,2
36734,1313,12871,2
36735,1270,12871,2
36736,1152,12871,2
36737,1100,12871,2
36738,1043,12871,2
36739,1030,12871,2
36740,1030,12871,2
36741,1058,12870,2
36742,1064,12870,2
36743,1052,12870,2
36744,1051,12870,2
36745,1113,12870,2
36746,1128,12870,2
36747,1177,12870,2
36748,1158,12870,2
36749,1152,12870,2
36750,1130,12870,2
36751,1077,12870,2
36752,1034,12870,2
36753,1104,12870,2
36754,1180,12870,2
36755,1289,12870,2
36756,1430,12870,2
36757,1440,12870,2
36758,1485,12870,2
36759,1510,12870,2
36760,1452,12870,2
36761,1391,12870,2
36762,1349,12869,2
36763,1259,12869,2
36764,1013,12869,2
36765,1033,12869,2
36766,1118,12869,2
36767,1228,12869,2
36768,1241,12869,2
36769,1293,12869,2
36770,1325,12869,2
36771,1400,12869,2
36772,1527,12869,2
36773,1680,12869,2
36774,2231,12869,2
36775,2573,12869,2
36776,2918,12869,2
36777,3212,12869,2
36778,3852,12869,2
36779,4118,12869,2
36780,4362,12869,2
36781,4797,12868,2
36782,4973,12868,2
36783,5139,12868,2
36784,5247,12868,2
36785,5389,12868,2
36786,5446,12868,2
36787,5415,12868,2
36788,5425,12868,2
36789,5398,12868,2
36790,5407,12868,2
36791,5406,12868,2
36792,5410,12868,2
36793,5381,12868,2
36794,5346,12868,2
36795,5281,12868,2
36796,5188,12868,2
36797,5004,12868,2
