,overpoints,to_end_seconds,interactions
3805,3593,26929,2
3806,3431,26928,2
3807,3696,26928,2
3808,4201,26927,2
3809,4636,26927,2
3810,4468,26927,2
3811,4206,26926,2
3812,4269,26926,2
3813,4265,26925,2
3814,4649,26925,2
3815,5527,26925,2
3816,6350,26924,2
3817,6387,26924,2
3818,5875,26923,2
3819,5628,26923,2
3820,5119,26923,2
3821,4738,26922,2
3822,4836,26922,2
3823,5628,26921,2
3824,5683,26921,2
3825,5461,26921,2
3826,5104,26920,2
3827,4410,26920,2
3828,4543,26919,2
3829,4988,26919,2
3830,4150,26919,2
3831,4579,26918,2
3832,5142,26918,2
3833,5320,26917,2
3834,5574,26917,2
3835,5809,26917,2
3836,6452,26916,2
3837,6592,26916,2
3838,6816,26915,2
3839,7159,26915,2
3840,7343,26915,2
3841,7036,26914,2
3842,6961,26914,2
3843,7304,26914,2
3844,8231,26913,2
3845,7826,26913,2
3846,7211,26912,2
3847,6315,26912,2
3848,4589,26912,2
3849,4515,26911,2
3850,4614,26911,2
3851,4044,26910,2
3852,4024,26910,2
3853,3529,26909,2
3854,3250,26909,2
3855,3209,26909,2
3856,3806,26908,2
3857,5036,26908,2
3858,3863,26908,2
3859,3307,26907,2
3860,3863,26907,2
3861,4723,26907,2
3862,4913,26906,2
3863,4983,26906,2
3864,4963,26905,2
3865,4154,26905,2
3866,4621,26905,2
3867,6056,26904,2
3868,5264,26904,2
3869,5302,26904,2
3870,5668,26903,2
3871,6930,26903,2
3872,6244,26903,2
3873,5853,26902,2
3874,6607,26902,2
3875,6334,26901,2
3876,4283,26901,2
3877,4844,26901,2
3878,5097,26900,2
3879,4528,26900,2
3880,6407,26900,2
3881,5538,26899,2
3882,4796,26899,2
3883,4304,26899,2
3884,4289,26898,2
3885,4848,26898,2
3886,4285,26897,2
3887,3840,26897,2
3888,4617,26897,2
3889,4512,26896,2
3890,4444,26896,2
3891,4935,26896,2
3892,5762,26895,2
3893,5764,26895,2
3894,5014,26895,2
3895,4011,26894,2
3896,3741,26894,2
3897,4407,26894,2
3898,4592,26894,2
3899,4674,26893,2
3900,5081,26893,2
3901,4977,26893,2
3902,5131,26892,2
3903,5257,26892,2
3904,5144,26892,2
3905,4787,26891,2
3906,4384,26891,2
3907,4206,26891,2
3908,3660,26891,2
3909,3192,26890,2
3910,2781,26890,2
3911,2441,26890,2
3912,2244,26890,2
3913,2142,26890,2
3914,2149,26890,2
3915,2319,26890,2
3916,2514,26890,2
3917,2923,26890,2
3918,3148,26889,2
3919,3267,26889,2
3920,3317,26889,2
3921,3372,26889,2
3922,3324,26889,2
3923,3153,26889,2
3924,2877,26889,2
3925,2611,26889,2
3926,2279,26889,2
3927,2222,26888,2
3928,2096,26888,2
3929,2006,26888,2
3930,1987,26888,2
3931,1981,26888,2
3932,2029,26888,2
3933,2191,26888,2
3934,2259,26888,2
3935,2289,26888,2
3936,2419,26887,2
3937,2472,26887,2
3938,2827,26887,2
3939,3252,26887,2
3940,3571,26887,2
3941,3908,26887,2
3942,4031,26887,2
3943,4139,26887,2
3944,4162,26887,2
3945,4156,26886,2
3946,4195,26886,2
3947,4230,26886,2
3948,4230,26886,2
3949,4230,26886,2
3950,4225,26886,2
3951,4224,26886,2
3952,4198,26886,2
3953,4183,26886,2
3954,4104,26885,2
3955,4017,26885,2
3956,3811,26885,2
3957,3235,26885,2
3958,2747,26885,2
3959,2331,26885,2
3960,1977,26885,2
3961,1992,26885,2
3962,1803,26884,2
3963,1615,26884,2
3964,1597,26884,2
3965,1480,26884,2
3966,1401,26884,2
3967,1283,26884,2
3968,1364,26884,2
3969,1341,26884,2
3970,1299,26884,2
3971,1342,26883,2
3972,1405,26883,2
3973,1433,26883,2
3974,1459,26883,2
3975,1511,26883,2
3976,1545,26883,2
3977,1534,26883,2
3978,1532,26883,2
3979,1542,26883,2
3980,1482,26882,2
3981,1480,26882,2
3982,1465,26882,2
3983,1502,26882,2
3984,1503,26882,2
3985,1478,26882,2
3986,1514,26882,2
3987,1530,26882,2
3988,1490,26881,2
3989,1511,26881,2
3990,1523,26881,2
3991,1528,26881,2
3992,1533,26881,2
3993,1549,26881,2
3994,1527,26881,2
3995,1556,26881,2
3996,1504,26881,2
3997,1505,26880,2
3998,1516,26880,2
3999,1501,26880,2
4000,1475,26880,2
4001,1479,26880,2
4002,1531,26880,2
4003,1473,26880,2
4004,1437,26880,2
4005,1434,26880,2
4006,1458,26879,2
4007,1458,26879,2
4008,1423,26879,2
4009,1426,26879,2
4010,1423,26879,2
4011,1461,26879,2
4012,1503,26879,2
4013,1475,26879,2
4014,1467,26879,2
4015,1455,26878,2
4016,1439,26878,2
4017,1436,26878,2
4018,1428,26878,2
4019,1398,26878,2
4020,1375,26878,2
4021,1370,26878,2
4022,1393,26878,2
4023,1383,26877,2
4024,1438,26877,2
4025,1472,26877,2
4026,1537,26877,2
4027,1521,26877,2
4028,1476,26877,2
4029,1493,26877,2
4030,1457,26877,2
4031,1460,26877,2
4032,1466,26876,2
4033,1566,26876,2
4034,1559,26876,2
4035,1587,26876,2
4036,1739,26876,2
4037,1811,26876,2
4038,1878,26876,2
4039,1751,26876,2
4040,1685,26876,2
4041,1552,26875,2
4042,1556,26875,2
4043,1634,26875,2
4044,1671,26875,2
4045,1745,26875,2
4046,1786,26875,2
4047,1765,26875,2
4048,1787,26875,2
4049,1745,26875,2
4050,1742,26874,2
4051,1826,26874,2
4052,1872,26874,2
4053,1859,26874,2
4054,1871,26874,2
4055,1861,26874,2
4056,1900,26874,2
4057,1999,26874,2
4058,1981,26874,2
4059,1894,26873,2
4060,2016,26873,2
4061,2297,26873,2
4062,2559,26873,2
4063,2674,26873,2
4064,2736,26873,2
4065,2525,26873,2
4066,2421,26873,2
4067,2397,26872,2
4068,2203,26872,2
4069,2084,26872,2
4070,2207,26872,2
4071,2319,26872,2
4072,2431,26872,2
4073,2630,26872,2
4074,2658,26872,2
4075,2611,26872,2
4076,2624,26871,2
4077,2600,26871,2
4078,2616,26871,2
4079,2523,26871,2
4080,2472,26871,2
4081,2438,26871,2
4082,1590,26871,2
4083,1223,26871,2
4084,1029,26866,2
4085,1099,26866,2
4086,1102,26866,2
4087,1025,26866,2
4088,1107,26865,2
4089,1161,26865,2
4090,1208,26865,2
4091,1282,26864,2
4092,1422,26864,2
4093,1499,26864,2
4094,1533,26864,2
4095,1512,26864,2
4096,1417,26864,2
4097,1304,26864,2
4098,1171,26864,2
4099,1055,26864,2
4100,1084,26861,2
4101,1216,26857,2
4102,1196,26857,2
4103,1287,26857,2
4104,1545,26857,2
4105,1783,26857,2
4106,1643,26857,2
4107,2039,26857,2
4108,1717,26857,2
4109,1467,26856,2
4110,1612,26856,2
4111,1770,26856,2
4112,2032,26856,2
4113,2208,26856,2
4114,2406,26856,2
4115,2633,26856,2
4116,2654,26856,2
4117,3140,26856,2
4118,3078,26855,2
4119,3216,26855,2
4120,3091,26855,2
4121,2969,26855,2
4122,3131,26855,2
4123,3503,26855,2
4124,3791,26855,2
4125,4025,26855,2
4126,4251,26855,2
4127,4447,26854,2
4128,4614,26854,2
4129,4769,26854,2
4130,4975,26854,2
4131,5140,26854,2
4132,5280,26854,2
4133,5377,26854,2
4134,5486,26854,2
4135,5549,26853,2
4136,5561,26853,2
4137,5462,26853,2
4138,5491,26853,2
4139,5606,26853,2
4140,5636,26853,2
4141,5578,26853,2
4142,5492,26853,2
4143,5446,26853,2
4144,5446,26852,2
4145,5327,26852,2
4154,1233,26802,1
4155,1414,26802,1
4156,1464,26801,1
4157,1528,26801,1
4158,1843,26801,1
4159,2660,26801,1
4160,2960,26801,1
4161,2569,26801,1
4162,2134,26801,1
4163,1466,26801,1
4164,1277,26801,1
4165,1372,26800,1
4166,1566,26800,1
4167,1605,26800,1
4168,1565,26800,1
4169,1516,26800,1
4170,1781,26800,1
4171,2325,26800,1
4172,2840,26800,1
4173,3202,26800,1
4174,3368,26799,1
4175,3402,26799,1
4176,3186,26799,1
4177,2949,26799,1
4178,2227,26799,1
4179,1656,26799,1
4180,1666,26799,1
4181,1704,26799,1
4182,1755,26799,1
4183,1762,26798,1
4184,1836,26798,1
4185,1888,26798,1
4186,1959,26798,1
4187,1877,26798,1
4188,1723,26798,1
4189,1439,26798,1
4190,1153,26798,1
4191,1076,26798,1
4192,1312,26797,1
4193,1868,26797,1
4194,2579,26797,1
4195,2827,26797,1
4196,2959,26797,1
4197,2820,26797,1
4198,2622,26797,1
4199,2236,26797,1
4200,1543,26797,1
4201,1519,26796,1
4202,1754,26796,1
4203,2117,26796,1
4204,2358,26796,1
4205,2453,26796,1
4206,2453,26796,1
4207,2459,26796,1
4208,2391,26796,1
4209,2298,26796,1
4210,2632,26795,1
4211,3044,26795,1
4212,3192,26795,1
4213,2758,26795,1
4214,2483,26795,1
4215,1840,26795,1
4216,1934,26795,1
4217,2180,26795,1
4218,2622,26795,1
4219,2733,26794,1
4220,2840,26794,1
4221,2870,26794,1
4222,2699,26794,1
4223,2552,26794,1
4224,2336,26794,1
4225,2177,26794,1
4226,2484,26794,1
4227,2780,26794,1
4228,2388,26793,1
4229,1913,26793,1
4230,1613,26793,1
4231,1505,26793,1
4232,1587,26793,1
4233,1485,26793,1
4234,1422,26793,1
4235,1438,26793,1
4236,1348,26793,1
4237,1260,26792,1
4238,1174,26792,1
4239,1140,26792,1
4240,1251,26792,1
4241,1172,26792,1
4242,1155,26791,1
4243,1288,26791,1
4244,1422,26791,1
4245,1396,26791,1
4246,1249,26791,1
4247,1161,26791,1
4248,1171,26791,1
4249,1189,26790,1
4250,1154,26790,1
4251,1074,26790,1
4252,1186,26790,1
4253,1580,26790,1
4254,2210,26790,1
4255,2213,26790,1
4256,2072,26790,1
4257,2017,26790,1
4258,1988,26789,1
4259,2129,26789,1
4260,2581,26789,1
4261,2566,26789,1
4262,2464,26789,1
4263,2517,26789,1
4264,2632,26789,1
4265,2623,26789,1
4266,2659,26789,1
4267,2579,26788,1
4268,2431,26788,1
4269,2295,26788,1
4270,2096,26788,1
4271,1999,26788,1
4272,1894,26788,1
4273,1805,26788,1
4274,1756,26788,1
4275,1675,26787,1
4276,1658,26787,1
4277,1627,26787,1
4278,1629,26787,1
4279,1579,26787,1
4280,1550,26787,1
4281,1520,26787,1
4282,1528,26787,1
4283,1530,26787,1
4284,1360,26786,1
4285,1106,26786,1
4286,1220,26785,1
4287,1630,26785,1
4288,1860,26785,1
4289,2139,26785,1
4290,2449,26785,1
4291,2745,26785,1
4292,3080,26785,1
4293,2654,26785,1
4294,2160,26784,1
4295,1970,26784,1
4296,1950,26784,1
4297,2018,26784,1
4298,2059,26784,1
4299,2147,26784,1
4300,2048,26784,1
4301,1754,26784,1
4302,1668,26784,1
4303,1878,26783,1
4304,2283,26783,1
4305,2259,26783,1
4306,2231,26783,1
4307,2197,26783,1
4308,2100,26783,1
4309,1848,26783,1
4310,1856,26783,1
4311,1866,26783,1
4312,1861,26782,1
4313,1989,26782,1
4314,2084,26782,1
4315,2156,26782,1
4316,2198,26782,1
4317,2162,26782,1
4318,2658,26782,1
4319,2481,26782,1
4320,2349,26782,1
4321,2333,26781,1
4322,2485,26781,1
4323,2365,26781,1
4324,2346,26781,1
4325,2372,26781,1
4326,2468,26781,1
4327,2458,26781,1
4328,2407,26781,1
4329,2375,26780,1
4330,2346,26780,1
4331,2306,26780,1
4332,2192,26780,1
4333,2053,26780,1
4334,1910,26780,1
4335,1783,26780,1
4336,1710,26780,1
4337,1690,26779,1
4338,1858,26779,1
4339,1777,26779,1
4340,1563,26779,1
4341,1351,26779,1
4342,1521,26779,1
4343,1814,26779,1
4344,2007,26779,1
4345,1840,26778,1
4346,1777,26778,1
4347,2013,26778,1
4348,1322,26778,1
4349,2563,26777,1
4350,2535,26777,1
4351,1260,26776,1
4352,1379,26776,1
4353,2262,26776,1
4354,2275,26776,1
4355,2055,26776,1
4356,2051,26776,1
4357,2403,26775,1
4358,2463,26775,1
4359,2411,26775,1
4360,2384,26775,1
4361,2613,26775,1
4362,2748,26775,1
4363,3701,26774,1
4364,3711,26774,1
4365,3520,26774,1
4366,3403,26774,1
4367,1852,26774,1
4368,1651,26774,1
4369,1493,26773,1
4370,1477,26773,1
4371,1333,26773,1
4372,1568,26773,1
4373,2890,26772,1
4374,2808,26772,1
4375,1844,26772,1
4376,1559,26772,1
4377,1865,26772,1
4378,1973,26772,1
4379,2771,26771,1
4380,2847,26771,1
4381,2715,26771,1
4382,2693,26771,1
4383,2542,26771,1
4384,2171,26770,1
4385,2116,26770,1
4386,2130,26770,1
4387,2095,26770,1
4388,1700,26769,1
4389,1654,26769,1
4390,1343,26769,1
4391,1117,26766,1
4392,1781,26766,1
4393,2140,26766,1
4394,1764,26766,1
4395,1158,26766,1
4396,1183,26765,1
4397,1642,26765,1
4398,1948,26765,1
4399,1577,26765,1
4400,1100,26765,1
4401,1165,26764,1
4402,1298,26764,1
4403,1369,26764,1
4404,1659,26764,1
4405,2094,26764,1
4406,2724,26764,1
4407,2485,26764,1
4408,2225,26764,1
4409,1790,26764,1
4410,1458,26763,1
4411,1431,26763,1
4412,1528,26763,1
4413,1491,26763,1
4414,1533,26763,1
4415,1625,26763,1
4416,1759,26763,1
4417,1988,26763,1
4418,2257,26763,1
4419,2466,26762,1
4420,2691,26762,1
4421,2784,26762,1
4422,2971,26762,1
4423,3033,26762,1
4424,2946,26762,1
4425,2788,26762,1
4426,2591,26762,1
4427,2384,26761,1
4428,2208,26761,1
4429,2100,26761,1
4430,2252,26761,1
4431,2491,26761,1
4432,2430,26761,1
4433,2368,26761,1
4434,2671,26761,1
4435,2902,26761,1
4436,2970,26760,1
4437,3167,26760,1
4438,3368,26760,1
4439,3346,26760,1
4440,3294,26760,1
4441,3206,26760,1
4442,3051,26760,1
4443,2791,26760,1
4444,2706,26759,1
4445,2641,26759,1
4446,2678,26759,1
4447,2708,26759,1
4448,2783,26759,1
4449,2848,26759,1
4450,2803,26759,1
4451,2665,26759,1
4452,2295,26759,1
4453,2204,26758,1
4454,2743,26758,1
4455,3409,26758,1
4456,3865,26758,1
4457,3977,26758,1
4458,3836,26758,1
4459,3837,26758,1
4460,3717,26758,1
4461,3542,26757,1
4462,3201,26757,1
4463,2727,26757,1
4464,2520,26757,1
4465,2550,26757,1
4466,2980,26757,1
4467,3515,26757,1
4468,3712,26757,1
4469,3640,26756,1
4470,3498,26756,1
4471,3491,26756,1
4472,3396,26756,1
4473,3213,26756,1
4474,3130,26756,1
4475,3039,26756,1
4476,2904,26756,1
4477,2950,26755,1
4478,3374,26755,1
4479,3730,26755,1
4480,3908,26755,1
4481,3869,26755,1
4482,3810,26755,1
4483,3781,26755,1
4484,3697,26755,1
4485,3504,26754,1
4486,3194,26754,1
4487,3024,26754,1
4488,2992,26754,1
4489,2799,26754,1
4490,2736,26754,1
4491,3093,26754,1
4492,3166,26754,1
4493,3034,26754,1
4494,3040,26753,1
4495,3101,26753,1
4496,3159,26753,1
4497,3181,26753,1
4498,3012,26753,1
4499,2884,26753,1
4500,2818,26753,1
4501,2648,26753,1
4502,2483,26752,1
4503,2262,26752,1
4504,2438,26752,1
4505,2162,26752,1
4506,2056,26752,1
4507,2176,26752,1
4508,2661,26752,1
4509,2968,26752,1
4510,2953,26751,1
4511,3124,26751,1
4512,3277,26751,1
4513,3317,26751,1
4514,3282,26751,1
4515,3186,26751,1
4516,3111,26751,1
4517,2967,26751,1
4518,2876,26751,1
4519,2836,26750,1
4520,2809,26750,1
4521,2810,26750,1
4522,2706,26750,1
4523,2448,26750,1
4524,2110,26750,1
4525,1934,26750,1
4526,1936,26750,1
4527,2068,26749,1
4528,2234,26749,1
4529,2459,26749,1
4530,2747,26749,1
4531,2891,26749,1
4532,2885,26749,1
4533,2823,26749,1
4534,2684,26749,1
4535,2631,26749,1
4536,2534,26748,1
4537,2567,26748,1
4538,2734,26748,1
4539,2491,26748,1
4540,2136,26748,1
4541,1938,26748,1
4542,1916,26748,1
4543,2008,26748,1
4544,2334,26748,1
4545,2920,26747,1
4546,3478,26747,1
4547,3750,26747,1
4548,3856,26747,1
4549,3772,26747,1
4550,3504,26747,1
4551,3168,26747,1
4552,2894,26747,1
4553,2675,26747,1
4554,2795,26746,1
4555,3341,26746,1
4556,3825,26746,1
4557,4204,26746,1
4558,4302,26746,1
4559,3989,26746,1
4560,3751,26746,1
4561,3582,26746,1
4562,3286,26746,1
4563,3195,26745,1
4564,3258,26745,1
4565,3442,26745,1
4566,3449,26745,1
4567,3242,26745,1
4568,3018,26745,1
4569,2697,26745,1
4570,2315,26745,1
4571,2187,26745,1
4572,2073,26744,1
4573,1713,26744,1
4574,1517,26744,1
4575,1409,26744,1
4576,1425,26744,1
4577,1533,26744,1
4578,1737,26744,1
4579,1967,26744,1
4580,2145,26744,1
4581,2082,26743,1
4582,2128,26743,1
4583,2214,26743,1
4584,2042,26743,1
4585,1814,26743,1
4586,1867,26743,1
4587,2301,26743,1
4588,2518,26743,1
4589,2684,26743,1
4590,2822,26742,1
4591,2772,26742,1
4592,2835,26742,1
4593,3072,26742,1
4594,3230,26742,1
4595,3242,26742,1
4596,3133,26742,1
4597,2796,26742,1
4598,2430,26742,1
4599,2257,26741,1
4600,2411,26741,1
4601,2567,26741,1
4602,2611,26741,1
4603,2439,26741,1
4604,2330,26741,1
4605,2241,26741,1
4606,2219,26741,1
4607,2182,26741,1
4608,1962,26740,1
4609,1996,26740,1
4610,2235,26740,1
4611,2666,26740,1
4612,2585,26740,1
4613,2929,26740,1
4614,3158,26740,1
4615,3295,26740,1
4616,3190,26740,1
4617,3749,26739,1
4618,3771,26739,1
4619,3221,26739,1
4620,2856,26739,1
4621,2719,26739,1
4622,2288,26739,1
4623,2053,26739,1
4624,2167,26739,1
4625,2369,26739,1
4626,2539,26738,1
4627,2630,26738,1
4628,2660,26738,1
4629,2676,26738,1
4630,3031,26738,1
4631,3314,26738,1
4632,3437,26738,1
4633,3096,26738,1
4634,2751,26738,1
4635,2556,26737,1
4636,2659,26737,1
4637,2911,26737,1
4638,3329,26737,1
4639,3737,26737,1
4640,3789,26737,1
4641,3815,26737,1
4642,3701,26737,1
4643,3406,26737,1
4644,2680,26736,1
4645,2275,26736,1
4646,2256,26736,1
4647,2429,26736,1
4648,2582,26736,1
4649,2740,26736,1
4650,2681,26736,1
4651,2801,26736,1
4652,2423,26736,1
4653,1854,26735,1
4654,1790,26735,1
4655,1858,26735,1
4656,2038,26735,1
4657,2242,26735,1
4658,2229,26735,1
4659,2163,26735,1
4660,2071,26735,1
4661,2263,26735,1
4662,3511,26734,1
4663,4290,26734,1
4664,3232,26734,1
4665,2763,26734,1
4666,2414,26734,1
4667,2135,26734,1
4668,1962,26734,1
4669,2006,26734,1
4670,2096,26734,1
4671,1998,26733,1
4672,1851,26733,1
4673,3091,26733,1
4674,3581,26733,1
4675,3022,26733,1
4676,2515,26733,1
4677,2145,26733,1
4678,2078,26733,1
4679,2068,26733,1
4680,1951,26733,1
4681,2021,26732,1
4682,2628,26732,1
4683,3855,26732,1
4684,3149,26732,1
4685,2007,26732,1
4686,1501,26732,1
4687,1488,26732,1
4688,1640,26732,1
4689,1694,26732,1
4690,1686,26731,1
4691,1638,26731,1
4692,2048,26731,1
4693,2370,26731,1
4694,2290,26731,1
4695,2409,26731,1
4696,2647,26731,1
4697,2953,26731,1
4698,3015,26731,1
4699,2920,26730,1
4700,2749,26730,1
4701,3141,26730,1
4702,3536,26730,1
4703,2151,26730,1
4704,1393,26730,1
4705,1212,26730,1
4706,1197,26730,1
4707,1240,26730,1
4708,1032,26729,1
4709,1094,26566,1
4710,1316,26566,1
4711,1495,26566,1
4712,1557,26566,1
4713,1409,26566,1
4714,1532,26565,1
4715,1740,26565,1
4716,1745,26565,1
4717,1776,26565,1
4718,1749,26565,1
4719,1711,26565,1
4720,1628,26565,1
4721,1560,26565,1
4722,1519,26565,1
4723,1590,26564,1
4724,1728,26564,1
4725,1983,26564,1
4726,2325,26564,1
4727,2225,26564,1
4728,2548,26564,1
4729,2668,26564,1
4730,2687,26564,1
4731,2573,26564,1
4732,2414,26563,1
4733,2170,26563,1
4734,1937,26563,1
4735,1718,26563,1
4736,1542,26563,1
4737,1482,26563,1
4738,1512,26563,1
4739,1572,26563,1
4740,1614,26563,1
4741,1692,26563,1
4742,1757,26562,1
4743,1777,26562,1
4744,1815,26562,1
4745,1844,26562,1
4746,1858,26562,1
4747,1884,26562,1
4748,1917,26562,1
4749,1876,26562,1
4750,1928,26562,1
4751,2330,26561,1
4752,2494,26561,1
4753,2500,26561,1
4754,2427,26561,1
4755,2357,26561,1
4756,2155,26561,1
4757,1973,26561,1
4758,1801,26561,1
4759,1626,26561,1
4760,1536,26560,1
4761,1473,26560,1
4762,1349,26560,1
4763,1185,26560,1
4764,1218,26560,1
4765,1266,26560,1
4766,1161,26560,1
4767,1135,26560,1
4768,1106,26560,1
4769,1224,26560,1
4770,1436,26559,1
4771,1659,26559,1
4772,1802,26559,1
4773,1857,26559,1
4774,1896,26559,1
4775,1877,26559,1
4776,1723,26559,1
4777,1297,26559,1
4778,1247,26559,1
4779,1306,26558,1
4780,1380,26558,1
4781,1504,26558,1
4782,1588,26558,1
4783,1624,26558,1
4784,1633,26558,1
4785,1642,26558,1
4786,1638,26558,1
4787,1678,26558,1
4788,1689,26557,1
4789,1723,26557,1
4790,1768,26557,1
4791,1845,26557,1
4792,1868,26557,1
4793,1938,26557,1
4794,1977,26557,1
4795,2074,26557,1
4796,2381,26557,1
4797,2367,26557,1
4798,2395,26556,1
4799,2382,26556,1
4800,2330,26556,1
4801,2303,26556,1
4802,2156,26556,1
4803,1975,26556,1
4804,1931,26556,1
4805,1888,26556,1
4806,1729,26556,1
4807,1486,26555,1
4808,1532,26555,1
4809,1388,26555,1
4810,1288,26555,1
4811,1313,26555,1
4812,1408,26555,1
4813,1337,26555,1
4814,1427,26555,1
4815,1693,26555,1
4816,1899,26554,1
4817,1984,26554,1
4818,1842,26554,1
4819,1664,26554,1
4820,1780,26554,1
4821,1906,26554,1
4822,1984,26554,1
4823,1909,26554,1
4824,1864,26554,1
4825,1894,26554,1
4826,1947,26553,1
4827,1974,26553,1
4828,1777,26553,1
4829,1476,26553,1
4830,1283,26553,1
4831,1210,26553,1
4832,1180,26553,1
4833,1176,26553,1
4834,1101,26553,1
4835,1083,26552,1
4836,1124,26552,1
4837,1272,26552,1
4838,1252,26552,1
4839,1234,26552,1
4840,1082,26552,1
4841,1023,26551,1
4842,1058,26551,1
4843,1085,26551,1
4844,1165,26551,1
4845,1099,26551,1
4846,1288,26551,1
4847,1510,26551,1
4848,1706,26551,1
4849,1900,26551,1
4850,1884,26550,1
4851,1651,26550,1
4852,1401,26550,1
4853,1233,26550,1
4854,1172,26550,1
4855,1263,26550,1
4856,1342,26550,1
4857,1337,26550,1
4858,1335,26550,1
4859,1386,26550,1
4860,1596,26549,1
4861,1718,26549,1
4862,1775,26549,1
4863,1770,26549,1
4864,1709,26549,1
4865,1620,26549,1
4866,1441,26549,1
4867,1358,26549,1
4868,1454,26549,1
4869,1717,26548,1
4870,2166,26548,1
4871,2537,26548,1
4872,2922,26548,1
4873,3276,26548,1
4874,3501,26548,1
4875,3702,26548,1
4876,3858,26548,1
4877,3863,26548,1
4878,3833,26547,1
4879,3815,26547,1
4880,3770,26547,1
4881,3659,26547,1
4882,3541,26547,1
4883,3180,26547,1
4884,2881,26547,1
4885,2552,26547,1
4886,2088,26547,1
4887,1807,26547,1
4888,1506,26546,1
4889,1160,26546,1
4890,1027,26545,1
4891,1438,26545,1
4892,1879,26545,1
4893,2007,26545,1
4894,1964,26545,1
4895,1799,26545,1
4896,1591,26545,1
4897,1267,26545,1
4898,1146,26545,1
4899,1144,26544,1
4900,1112,26544,1
4901,1104,26544,1
4902,1123,26544,1
4903,1105,26544,1
4904,1162,26544,1
4905,1156,26544,1
4906,1105,26544,1
4907,1070,26544,1
4908,1096,26543,1
4909,1105,26543,1
4910,1008,26543,1
4911,1187,26543,1
4912,1044,26543,1
4913,1096,26543,1
4914,1201,26543,1
4915,1166,26543,1
4916,1005,26542,1
4917,1095,26536,1
4918,1165,26536,1
4919,1030,26536,1
4920,1532,26535,1
4921,2467,26535,1
4922,3494,26535,1
4923,4100,26534,1
4924,4355,26534,1
4925,4419,26534,1
4926,4314,26534,1
4927,4104,26534,1
4928,3837,26534,1
4929,3535,26534,1
4930,3025,26534,1
4931,2622,26534,1
4932,2365,26533,1
4933,2295,26533,1
4934,2466,26533,1
4935,2847,26533,1
4936,3353,26533,1
4937,3942,26533,1
4938,4067,26533,1
4939,3936,26533,1
4940,3872,26533,1
4941,3898,26532,1
4942,4182,26532,1
4943,4403,26532,1
4944,4438,26532,1
4945,4029,26532,1
4946,3895,26532,1
4947,3905,26532,1
4948,3824,26532,1
4949,4054,26532,1
4950,4367,26532,1
4951,4302,26531,1
4952,3774,26531,1
4953,3577,26531,1
4954,3440,26531,1
4955,3536,26531,1
4956,3633,26531,1
4957,3672,26531,1
4958,3672,26531,1
4959,3667,26531,1
4960,3635,26530,1
4961,3616,26530,1
4962,3551,26530,1
4963,3517,26530,1
4964,3502,26530,1
4965,3499,26530,1
4966,3507,26530,1
4967,3504,26530,1
4968,3491,26530,1
4969,3474,26529,1
4970,3481,26529,1
4971,3472,26529,1
4972,3423,26529,1
4973,3382,26529,1
4974,3319,26529,1
4975,3163,26529,1
4976,3039,26529,1
4977,3093,26529,1
4978,3118,26529,1
4979,3167,26528,1
4980,3205,26528,1
4981,3244,26528,1
4982,3164,26528,1
4983,3097,26528,1
4984,3057,26528,1
4985,2990,26528,1
4986,2865,26528,1
4987,2712,26528,1
4988,2579,26527,1
4989,2458,26527,1
4990,2384,26527,1
4991,2205,26527,1
4992,2113,26527,1
4993,2014,26527,1
4994,1942,26527,1
4995,1865,26527,1
4996,1811,26527,1
4997,1800,26527,1
4998,1801,26526,1
4999,1894,26526,1
5000,1991,26526,1
5001,2074,26526,1
5002,2236,26526,1
5003,2397,26526,1
5004,2560,26526,1
5005,2512,26526,1
5006,2341,26526,1
5007,2164,26525,1
5008,2024,26525,1
5009,1949,26525,1
5010,1929,26525,1
5011,1506,26525,1
5012,1596,26525,1
5013,1516,26525,1
5014,1511,26525,1
5015,1342,26525,1
5016,1333,26524,1
5017,1301,26524,1
5018,1310,26524,1
5019,1350,26524,1
5020,1275,26524,1
5021,1187,26524,1
5022,1145,26524,1
5023,1091,26524,1
5024,1100,26524,1
5025,1109,26524,1
5026,1157,26523,1
5027,1416,26523,1
5028,1455,26523,1
5029,1239,26523,1
5030,1170,26523,1
5031,1061,26523,1
5032,1123,26523,1
5033,1149,26523,1
5034,1079,26521,1
5035,1198,26521,1
5036,1270,26521,1
5037,1231,26521,1
5038,1100,26521,1
5039,1102,26520,1
5040,1335,26520,1
5041,1511,26520,1
5042,1542,26520,1
5043,1420,26520,1
5044,1267,26520,1
5045,1249,26520,1
5046,1266,26520,1
5047,1406,26520,1
5048,1691,26519,1
5049,2123,26519,1
5050,2893,26519,1
5051,3620,26519,1
5052,4032,26519,1
5053,4098,26519,1
5054,4026,26519,1
5055,4038,26519,1
5056,3959,26519,1
5057,3912,26519,1
5058,3896,26518,1
5059,3911,26518,1
5060,3966,26518,1
5061,3973,26518,1
5062,3977,26518,1
5063,4013,26518,1
5064,3936,26518,1
5065,3893,26518,1
5066,3705,26518,1
5067,3459,26517,1
5068,3212,26517,1
5069,2971,26517,1
5070,2728,26517,1
5071,2514,26517,1
5072,2397,26517,1
5073,2308,26517,1
5074,2231,26517,1
5075,2122,26517,1
5076,1987,26516,1
5077,1850,26516,1
5078,1684,26516,1
5079,1463,26516,1
5080,1251,26516,1
5081,1015,26516,1
5082,1262,26514,1
5083,1754,26514,1
