date,start_time,points_mean,mode,saturation
2017-04-26,12:09:30,3907,1,0.2012257931602802
2017-04-26,12:10:00,5421,1,0.2792027194066749
2017-04-26,12:10:30,2358,1,0.12144622991347342
2017-04-26,12:11:00,2489,1,0.12819324268644416
2017-04-26,12:11:30,2515,1,0.12953234445817882
2017-04-26,12:12:00,252,1,0.012978986402966625
2017-04-26,12:12:30,0,1,0.0
2017-04-26,12:13:00,0,1,0.0
2017-04-26,12:13:30,0,1,0.0
2017-04-26,12:14:00,0,1,0.0
2017-04-26,12:14:30,0,1,0.0
2017-04-26,12:15:00,0,1,0.0
2017-04-26,12:15:30,0,1,0.0
2017-04-26,12:16:00,0,1,0.0
2017-04-26,12:16:30,0,1,0.0
2017-04-26,12:17:00,0,2,0.0
2017-04-26,12:17:30,0,2,0.0
2017-04-26,12:18:00,0,3,0.0
2017-04-26,12:18:30,0,3,0.0
2017-04-26,12:19:00,0,4,0.0
2017-04-26,12:19:30,0,4,0.0
2017-04-26,12:20:00,0,5,0.0
2017-04-26,12:20:30,256,5,0.013185002060156572
2017-04-26,12:21:00,0,6,0.0
2017-04-26,12:21:30,1749,6,0.09008034610630408
2017-04-26,12:22:00,2506,6,0.12906880922950145
2017-04-26,12:22:30,1953,6,0.10058714462299134
2017-04-26,12:23:00,1013,5,0.05217346518335393
2017-04-26,12:23:30,3986,1,0.20529460238978162
2017-04-26,12:24:00,5535,1,0.2850741656365884
2017-04-26,12:24:30,4755,1,0.24490111248454882
2017-04-26,12:25:00,4258,1,0.21930366707869797
2017-04-26,12:25:30,2567,1,0.13221054800164814
2017-04-26,12:26:00,3123,1,0.16084672435105068
2017-04-26,12:26:30,2836,1,0.14606510094767203
2017-04-26,12:27:00,3174,1,0.1634734239802225
2017-04-26,12:27:30,3802,1,0.19581788215904408
2017-04-26,12:28:00,4651,1,0.23954470539761022
2017-04-26,12:28:30,3033,1,0.15621137206427688
2017-04-26,12:29:00,2293,1,0.1180984754841368
2017-04-26,12:29:30,2477,2,0.12757519571487433
2017-04-26,12:30:00,4707,2,0.24242892459826948
2017-04-26,12:30:30,4927,3,0.25375978574371655
2017-04-26,12:31:00,3743,3,0.19277915121549238
2017-04-26,12:31:30,2474,3,0.12742068397198186
2017-04-26,12:32:00,3140,3,0.16172229089410795
2017-04-26,12:32:30,4226,1,0.2176555418211784
2017-04-26,12:33:00,1875,1,0.0965698393077874
2017-04-26,12:33:30,2340,8,0.12051915945611867
2017-04-26,12:34:00,1648,8,0.08487845076225793
2017-04-26,12:34:30,0,8,0.0
2017-04-26,12:35:00,0,8,0.0
2017-04-26,12:35:30,0,8,0.0
2017-04-26,12:36:00,0,8,0.0
2017-04-26,12:36:30,0,8,0.0
2017-04-26,12:37:00,0,8,0.0
2017-04-26,12:37:30,0,8,0.0
2017-04-26,12:38:00,0,8,0.0
2017-04-26,12:38:30,0,8,0.0
2017-04-26,12:39:00,876,8,0.04511742892459827
2017-04-26,12:39:30,243,6,0.012515451174289247
2017-04-26,12:40:00,0,6,0.0
2017-04-26,12:40:30,0,6,0.0
