,overpoints,to_end_seconds
0,1226,33605
1,1309,33605
2,1739,33605
3,1859,33605
4,2247,33605
5,2160,33604
6,2118,33604
7,1637,33604
8,1726,33604
9,1883,33604
10,1803,33604
11,1320,33603
12,2519,33603
13,2585,33603
14,2893,33603
15,2934,33603
16,2692,33602
17,2669,33602
18,2072,33602
19,1929,33600
20,2057,33600
21,3004,33599
22,3079,33599
23,3693,33599
24,3732,33599
25,3421,33599
26,3395,33599
27,3180,33598
28,3205,33598
29,3216,33598
30,3179,33598
31,3350,33597
32,3348,33597
33,3720,33597
34,3729,33597
35,3613,33597
36,3602,33597
37,3112,33596
38,3027,33596
39,2278,33596
40,2206,33596
41,1686,33595
42,1663,33595
43,1502,33595
44,1479,33595
45,1560,33595
46,1564,33595
47,1661,33594
48,1688,33594
49,1607,33594
50,1633,33594
51,2003,33593
52,2025,33593
53,2530,33593
54,2575,33593
55,3150,33593
56,3236,33593
57,3918,33592
58,3952,33592
59,4010,33592
60,4001,33592
61,3712,33592
62,3592,33591
63,3076,33591
64,3031,33591
65,2616,33591
66,2586,33591
67,2574,33590
68,2594,33590
69,2699,33590
70,2695,33590
71,2725,33590
72,2734,33590
73,2814,33589
74,2769,33589
75,2830,33589
76,2841,33589
77,2917,33588
78,2919,33588
79,2794,33588
80,2818,33588
81,2470,33588
82,2399,33588
83,1262,33587
84,1143,33587
85,1490,33587
86,1439,33587
87,1022,33586
88,1064,33586
89,1072,33586
90,1018,33586
91,1008,33586
92,1065,33584
93,1132,33584
94,1228,33584
95,1267,33584
96,1048,33583
97,1208,33581
98,1244,33581
99,40543,32682
100,40544,32682
101,40544,32541
102,40542,32541
103,40543,32540
104,40544,32411
105,40543,32393
106,1366,32183
107,1414,32183
108,1530,32183
109,1457,32183
110,1049,32182
111,1040,32181
112,1046,32181
113,1265,32170
114,1261,32170
115,1227,32168
116,1709,32168
117,1640,32168
118,1685,32165
119,1748,32165
120,1853,32165
121,1840,32165
122,1924,32164
123,1967,32164
124,2641,32164
125,2656,32164
126,2084,32163
127,2012,32163
128,2343,32163
129,2377,32163
130,2184,32163
131,2156,32163
132,2029,32162
133,2072,32162
134,2409,32162
135,2446,32162
136,2283,32162
137,2639,32161
138,2639,32161
139,2561,32161
140,2512,32161
141,2067,32161
142,1971,32161
143,1680,32160
144,1663,32160
145,1690,32160
146,1655,32160
147,1479,32160
148,1487,32160
149,1393,32160
150,1507,32160
151,1805,32159
152,1859,32159
153,1869,32159
154,1809,32159
155,1702,32159
156,1675,32159
157,1636,32159
158,1608,32159
159,1902,32158
160,1997,32158
161,1961,32158
162,1948,32158
163,1707,32158
164,1727,32158
165,1769,32158
166,1858,32158
167,2329,32158
168,2371,32157
169,2235,32157
170,2213,32157
171,2627,32157
172,2638,32157
173,2317,32157
174,2320,32157
175,2385,32157
176,2461,32156
177,3035,32156
178,2888,32156
179,1484,32156
180,1397,32156
181,1609,32156
182,1091,32155
183,1782,32153
184,1967,32153
185,2273,32153
186,2133,32153
187,1599,32153
188,1517,32153
189,1125,32153
190,1102,32153
191,1489,32152
192,1460,32152
193,1230,30850
194,1220,30850
195,1574,30850
196,1724,30850
197,1099,30850
198,1373,30850
199,1145,30849
200,1199,30849
201,1041,30849
202,1037,30848
203,1002,30847
204,1312,30846
205,1324,30846
206,1388,30846
207,1321,30846
208,1038,30846
209,1089,30845
210,1276,30845
211,1136,30845
212,1267,30799
213,1168,30797
214,1266,30794
215,1100,30794
216,1415,30793
217,1639,30793
218,1784,30793
219,2044,30793
220,1913,30793
221,1200,30793
222,1005,30793
223,1857,30793
224,2156,30793
225,2075,30792
226,1913,30792
227,1575,30792
228,1357,30792
229,2008,30792
230,3434,30792
231,4627,30792
232,5714,30792
233,6167,30792
234,6342,30791
235,6455,30791
236,6492,30791
237,6311,30791
238,6357,30791
239,6860,30791
240,7290,30791
241,7634,30791
242,7733,30791
243,7904,30790
244,8062,30790
245,7543,30790
246,7305,30790
247,6920,30790
248,6356,30790
249,5509,30790
250,4829,30790
251,3894,30790
252,3645,30789
253,3811,30789
254,3984,30789
255,3721,30789
256,3446,30789
257,3230,30789
258,3558,30789
259,3541,30789
260,3504,30788
261,3735,30788
262,3487,30788
263,3325,30788
264,3171,30788
265,3280,30788
266,2821,30788
267,2380,30788
268,1570,30788
269,1158,30787
270,1294,30787
271,1685,30787
272,1901,30787
273,1883,30787
274,1823,30786
275,2366,30786
276,1786,30786
277,1613,30786
278,1399,30786
279,2064,30786
280,1151,30786
281,1006,30605
282,1577,30605
283,2523,30605
284,3564,30604
285,4250,30604
286,4513,30604
287,4661,30604
288,4584,30604
289,4753,30604
290,4609,30604
291,4337,30604
292,4371,30604
293,4404,30603
294,4419,30603
295,4339,30603
296,4383,30603
297,4389,30603
298,4258,30603
299,4240,30603
300,4271,30603
301,4389,30603
302,4686,30602
303,5043,30602
304,5192,30602
305,5249,30602
306,5271,30602
307,5323,30602
308,5340,30602
309,5361,30602
310,5342,30602
311,5149,30601
312,4917,30601
313,4898,30601
314,4924,30601
315,5522,30601
316,6094,30601
317,6465,30601
318,6728,30601
319,6734,30601
320,6908,30600
321,7005,30600
322,6869,30600
323,6824,30600
324,6623,30600
325,6223,30600
326,5658,30600
327,5492,30600
328,5549,30600
329,5294,30599
330,4992,30599
331,5192,30599
332,5449,30599
333,5500,30599
334,5719,30599
335,5999,30599
336,6365,30599
337,6538,30599
338,6396,30598
339,6283,30598
340,6410,30598
341,6413,30598
342,6621,30598
343,6567,30598
344,6624,30598
345,6610,30598
346,6398,30598
347,6132,30597
348,5667,30597
349,4906,30597
350,3937,30597
351,3067,30597
352,2384,30597
353,2126,30597
354,1959,30597
355,2419,30597
356,3372,30596
357,4709,30596
358,5613,30596
359,5684,30596
360,5868,30596
361,6516,30596
362,6484,30596
363,6368,30596
364,5958,30596
365,4489,30595
366,3888,30595
367,4103,30595
368,3546,30595
369,4154,30595
370,4012,30595
371,3863,30595
372,3635,30595
373,3123,30595
374,2547,30595
375,2427,30594
376,2340,30594
377,2014,30594
378,2090,30594
379,2077,30594
380,2057,30594
381,2008,30594
382,1978,30594
383,1998,30594
384,2868,30593
385,3492,30593
386,4534,30593
387,5813,30593
388,7185,30593
389,8127,30593
390,8574,30593
391,8658,30593
392,8370,30593
393,8193,30592
394,5645,30592
395,3571,30592
396,2593,30592
397,1788,30591
398,1810,30591
399,1922,30591
400,1997,30591
401,2124,30590
402,2108,30590
403,1591,30590
404,1681,30590
405,1233,30590
406,1328,30589
407,1288,30589
408,3922,30588
409,2598,30588
410,1988,30588
411,1062,30587
412,1687,30587
413,6240,30587
414,5437,30586
415,4671,30586
416,4749,30586
417,6248,30585
418,5241,30585
419,6256,30585
420,4610,30585
421,4909,30584
422,6396,30584
423,7004,30584
424,6353,30584
425,6571,30583
426,6163,30583
427,6657,30583
428,6437,30583
429,5538,30582
430,6037,30582
431,5504,30582
432,5860,30581
433,7548,30581
434,7425,30581
435,5902,30580
436,3710,30580
437,2680,30580
438,3217,30579
439,2684,30579
440,1286,30579
441,1724,30578
442,1606,30578
443,1623,30578
444,1650,30577
445,1458,30577
446,1477,30577
447,1707,30577
448,1654,30576
449,1580,30576
450,1518,30576
451,4293,30575
452,5724,30575
453,5544,30575
454,5431,30574
455,6119,30574
456,5369,30574
457,5067,30574
458,4361,30573
459,3651,30573
460,3970,30573
461,4268,30572
462,3987,30572
463,4120,30572
464,4045,30571
465,3878,30571
466,3718,30571
467,3855,30570
468,3863,30570
469,5093,30569
470,7738,30569
471,8894,30569
472,9788,30568
473,7892,30568
474,7710,30568
475,7482,30567
476,6323,30567
477,4412,30566
478,4507,30566
479,3090,30566
480,3995,30565
481,6496,30565
482,9094,30565
483,8443,30564
484,8323,30564
485,8753,30563
486,9946,30563
487,12745,30563
488,14700,30562
489,15258,30562
490,14076,30562
491,13629,30561
492,13414,30561
493,11084,30561
494,9177,30560
495,9566,30560
496,12619,30560
497,11111,30559
498,14016,30559
499,10456,30559
500,9158,30558
501,6478,30558
502,1635,30558
503,1053,30556
504,1116,30556
505,1289,30555
506,1093,30555
507,1159,29789
508,1169,29789
509,1275,29789
510,1444,29789
511,1642,29789
512,1724,29789
513,1609,29788
514,1576,29788
515,1602,29788
516,1676,29788
517,1879,29788
518,1848,29788
519,1890,29788
520,1617,29788
521,1382,29788
522,1290,29787
523,1242,29787
524,1286,29787
525,1286,29787
526,1299,29787
527,1349,29787
528,1390,29787
529,1424,29787
530,1391,29787
531,1343,29786
532,1234,29786
533,1231,29786
534,1305,29786
535,1519,29786
536,1826,29786
537,2069,29786
538,2349,29786
539,2591,29786
540,2829,29786
541,2863,29785
542,2791,29785
543,2716,29785
544,2665,29785
545,2565,29785
546,2601,29785
547,2558,29785
548,2470,29785
549,2554,29785
550,2524,29784
551,2483,29784
552,2476,29784
553,2573,29784
554,2588,29784
555,2488,29784
556,2454,29784
557,3139,29784
558,3882,29784
559,3217,29783
560,2479,29783
561,1635,29783
562,1428,29783
563,1280,29783
564,1376,29783
565,1738,29783
566,1540,29783
567,1611,29782
568,1573,29782
569,1332,29782
570,1080,29782
571,1215,29781
572,1655,29781
573,1812,29781
574,1900,29781
575,1589,29781
576,1251,29781
577,1085,29781
578,1130,29781
579,1216,29780
580,1210,29780
581,1274,29780
582,1265,29780
583,1468,29780
584,1823,29780
585,1683,29780
586,1523,29780
587,1667,29780
588,1760,29779
589,1861,29779
590,1885,29779
591,1726,29779
592,1585,29779
593,1797,29779
594,2210,29779
595,2258,29779
596,2143,29779
597,2114,29778
598,2801,29778
599,3036,29778
600,3223,29778
601,3426,29778
602,3186,29778
603,2939,29778
604,2802,29778
605,2751,29777
606,2697,29777
607,2552,29777
608,2468,29777
609,2202,29777
610,2004,29777
611,1946,29777
612,1965,29777
613,1938,29777
614,2109,29776
615,2073,29776
616,1867,29776
617,1800,29776
618,2667,29776
619,3166,29776
620,3544,29776
621,3277,29776
622,2833,29776
623,2550,29776
624,2076,29775
625,1873,29775
626,2088,29775
627,2056,29775
628,1941,29775
629,1673,29775
630,1561,29775
631,1481,29775
632,1613,29775
633,1989,29774
634,2131,29774
635,1451,29774
636,1053,29773
637,1634,29773
638,1942,29773
639,2160,29773
640,2185,29773
641,1968,29773
642,1480,29773
643,1200,29769
644,1360,29769
645,1242,29769
646,1257,29768
647,1467,29768
648,1441,29768
649,1950,29768
650,1743,29768
651,1669,29768
652,1941,29768
653,2191,29768
654,2265,29767
655,2277,29767
656,2321,29767
657,2573,29767
658,3060,29767
659,3355,29767
660,3678,29767
661,4011,29767
662,4301,29767
663,4240,29767
664,4080,29766
665,3971,29766
666,3929,29766
667,4022,29766
668,4090,29766
669,4225,29766
670,4146,29766
671,3833,29766
672,3848,29765
673,3938,29765
674,3591,29765
675,3528,29765
676,3507,29765
677,3484,29765
678,4234,29765
679,4899,29765
680,5100,29765
681,5075,29764
682,5064,29764
683,5057,29764
684,4902,29764
685,4156,29764
686,2960,29764
687,1984,29764
688,1241,29764
689,1595,29762
690,2251,29762
691,2616,29762
692,2971,29762
693,3088,29762
694,2996,29762
695,2649,29762
696,2102,29762
697,1642,29762
698,1475,29762
699,1426,29762
700,1405,29761
701,1459,29761
702,1449,29761
703,1449,29761
704,1466,29761
705,1392,29761
706,1264,29728
707,1349,29728
708,1320,29728
709,1255,29728
710,1639,29726
711,2194,29725
712,2317,29725
713,1397,29725
714,1135,29723
715,2229,29723
716,2397,29723
717,1171,29723
718,1025,29712
719,1072,29710
720,1330,29710
721,1517,29710
722,1537,29709
723,1721,29709
724,1911,29709
725,1990,29709
726,2098,29709
727,2089,29709
728,1999,29709
729,1972,29709
730,1970,29709
731,2415,29709
732,2342,29708
733,2144,29708
734,2078,29708
735,1532,29708
736,1647,29708
737,1590,29708
738,1703,29708
739,1619,29708
740,1374,29708
741,1373,29708
742,1538,29707
743,1641,29707
744,1041,29707
745,1193,29707
746,1224,29707
747,1046,29488
748,1153,29488
749,1197,29488
750,1218,29487
751,1212,29487
752,1193,29487
753,1156,29487
754,1136,29487
755,1147,29487
756,1113,29487
757,1151,29487
758,1102,29485
759,1270,29485
760,1376,29485
761,1455,29485
762,1538,29485
763,1565,29485
764,1581,29485
765,1627,29485
766,1566,29484
767,1530,29484
768,1411,29484
769,1209,29484
770,1219,29481
771,1720,29481
772,1916,29481
773,2075,29481
774,2058,29480
775,1900,29480
776,1749,29480
777,1443,29480
778,1050,29480
779,1389,29479
780,2033,29479
781,2280,29479
782,2478,29479
783,2434,29479
784,2023,29478
785,1689,29478
786,1139,29478
787,1090,29476
788,1300,29476
789,1364,29476
790,1324,29476
791,1120,29476
792,1325,29466
793,1260,29466
794,1239,29466
795,1308,29466
796,1354,29466
797,1426,29465
798,1562,29465
799,1755,29465
800,1803,29465
801,1830,29465
802,1815,29465
803,1791,29465
804,1851,29465
805,1937,29465
806,1995,29465
807,2152,29464
808,2350,29464
809,2536,29464
810,2725,29464
811,2836,29464
812,2935,29464
813,2982,29464
814,3032,29464
815,3058,29464
816,3062,29464
817,3054,29464
818,3075,29463
819,3040,29463
820,2926,29463
821,2784,29463
822,2645,29463
823,2455,29463
824,2171,29463
825,2012,29463
826,1743,29463
827,1044,29456
828,1055,29456
829,1059,29455
830,1029,29455
831,1164,29454
832,1262,29454
833,1442,29454
834,1565,29454
835,1673,29454
836,1645,29454
837,1591,29454
838,1490,29454
839,1455,29454
840,1481,29454
841,1587,29453
842,1581,29453
843,1374,29453
844,1045,29453
845,1149,29443
846,1429,29443
847,1396,29443
848,1334,29442
849,1280,29442
850,1349,29442
851,1401,29442
852,1492,29442
853,1634,29442
854,1705,29442
855,1739,29442
856,1760,29442
857,1782,29442
858,1751,29442
859,1729,29441
860,1756,29441
861,1732,29441
862,1690,29441
863,1684,29441
864,1665,29441
865,1670,29441
866,1670,29441
867,1636,29441
868,1590,29441
869,1509,29440
870,1416,29440
871,1423,29440
872,1400,29440
873,1418,29440
874,1407,29440
875,1368,29440
876,1626,29440
877,1585,29440
878,1179,29438
879,1461,29438
880,1617,29438
881,1646,29438
882,1750,29437
883,1951,29437
884,2354,29437
885,2841,29437
886,3347,29437
887,3725,29437
888,4098,29437
889,4192,29437
890,4362,29437
891,4360,29437
892,4340,29437
893,4307,29436
894,4308,29436
895,4276,29436
896,4293,29436
897,4338,29436
898,4319,29436
899,4314,29436
900,4315,29436
901,4247,29436
902,4102,29436
903,3698,29435
904,2542,29435
905,1418,29435
906,1214,29433
907,1248,29433
908,1136,29433
909,1203,29432
910,1503,29432
911,1350,29432
912,1320,29432
913,1492,29432
914,1545,29432
915,1319,29432
916,1269,29432
917,1247,29432
918,1372,29432
919,1345,29432
920,1188,29431
921,1140,29431
922,1194,29431
923,1264,29431
924,1352,29431
925,1128,29431
926,1016,29431
927,1011,29431
928,1024,29431
929,1374,29431
930,1176,29430
931,1329,29422
932,1572,29422
933,1862,29422
934,2108,29422
935,2260,29422
936,2379,29422
937,2494,29422
938,2536,29421
939,2539,29421
940,2563,29421
941,2556,29421
942,2575,29421
943,2573,29421
944,2568,29421
945,2560,29421
946,2571,29421
947,2597,29421
948,2593,29421
949,2595,29420
950,2590,29420
951,2609,29420
952,2589,29420
953,2610,29420
954,2613,29420
955,2591,29420
956,2604,29420
957,2594,29420
958,2604,29420
959,2593,29419
960,2596,29419
961,2588,29419
962,2611,29419
963,2604,29419
964,2598,29419
965,2606,29419
966,2568,29419
967,2597,29419
968,2600,29419
969,2579,29419
970,2589,29418
971,2171,29418
972,1750,29418
973,1252,29418
974,1254,29416
975,1718,29416
976,2011,29416
977,2171,29416
978,2329,29416
979,2399,29416
980,2505,29416
981,2577,29415
982,2627,29415
983,2663,29415
984,2678,29415
985,2696,29415
986,2697,29415
987,2683,29415
988,2679,29415
989,2707,29415
990,2711,29415
991,2704,29415
992,2688,29414
993,2707,29414
994,2712,29414
995,2703,29414
996,2701,29414
997,2677,29414
998,2650,29414
999,2613,29414
1000,2130,29414
1001,1526,29414
1002,1131,29412
1003,1824,29411
1004,2115,29411
1005,2263,29411
1006,2338,29411
1007,2370,29411
1008,2450,29411
1009,2487,29411
1010,2579,29411
1011,2601,29411
1012,2645,29411
1013,2691,29411
1014,2710,29410
1015,2730,29410
1016,2753,29410
1017,2712,29410
1018,2738,29410
1019,2722,29410
1020,2695,29410
1021,2702,29410
1022,2712,29410
1023,2693,29410
1024,2708,29409
1025,2507,29409
1026,2301,29409
1027,2135,29409
1028,1203,29408
1029,1259,29408
1030,1309,29408
1031,1332,29407
1032,1376,29407
1033,1514,29407
1034,1623,29407
1035,1744,29407
1036,1862,29407
1037,1901,29407
1038,1995,29407
1039,2092,29407
1040,2135,29407
1041,2192,29406
1042,2230,29406
1043,2211,29406
1044,2180,29406
1045,2151,29406
1046,2155,29406
1047,2193,29406
1048,2229,29406
1049,2234,29406
1050,2248,29406
1051,2260,29405
1052,2275,29405
1053,2280,29405
1054,2282,29405
1055,2303,29405
1056,2313,29405
1057,2296,29405
1058,2295,29405
1059,2299,29405
1060,2292,29405
1061,2297,29405
1062,2302,29404
1063,2330,29404
1064,2275,29404
1065,2309,29404
1066,2308,29404
1067,2330,29404
1068,2326,29404
1069,1924,29404
1070,1484,29404
1071,1046,29256
1072,1468,29256
1073,1504,29256
1074,1574,29256
1075,1256,29256
1076,1132,29256
1077,1084,29256
1078,1219,29229
1079,1237,29229
1080,1242,29229
1081,1206,29229
1082,1172,29229
1083,1169,29229
1084,1152,29228
1085,1159,29228
1086,1156,29228
1087,1156,29228
1088,1163,29228
1089,1172,29228
1090,1168,29228
1091,1157,29228
1092,1173,29227
1093,1175,29227
1094,1413,29227
1095,1397,29227
1096,1372,29227
1097,1399,29227
1098,1410,29227
1099,1461,29227
1100,1525,29226
1101,1567,29226
1102,1526,29226
1103,1483,29226
1104,1391,29226
1105,1368,29226
1106,1270,29226
1107,1233,29226
1108,1233,29225
1109,1214,29225
1110,1162,29225
1111,1152,29225
1112,1171,29225
1113,1206,29225
1114,1281,29225
1115,1303,29225
1116,1199,29224
1117,1174,29224
1118,1064,29222
1119,1163,29222
1120,1179,29222
1121,1169,29222
1122,1104,29222
1123,1016,29222
1124,1018,29221
1125,1089,29221
1126,1076,29221
1127,1115,29221
1128,1191,29221
1129,1221,29221
1130,1228,29221
1131,1279,29220
1132,1427,29220
1133,1492,29220
1134,1546,29220
1135,1580,29220
1136,1616,29220
1137,1437,29220
1138,1219,29220
1139,1002,29219
1140,1012,29218
1141,1066,29217
1142,1369,29217
1143,1944,29216
1144,2394,29216
1145,3039,29216
1146,2467,29216
1147,1701,29216
1148,1911,29216
1149,2789,29216
1150,2675,29216
1151,2303,29215
1152,1177,29215
1153,1191,29214
1154,1299,29214
1155,1412,29214
1156,1491,29214
1157,1637,29214
1158,1751,29214
1159,1844,29214
1160,1938,29214
1161,1985,29214
1162,1962,29214
1163,1916,29214
1164,2123,29213
1165,2542,29213
1166,2695,29213
1167,2862,29213
1168,2747,29213
1169,2598,29213
1170,2633,29213
1171,2558,29213
1172,2099,29213
1173,1719,29213
1174,1615,29212
1175,1728,29212
1176,1960,29212
1177,2090,29212
1178,2121,29212
1179,2150,29212
1180,2164,29212
1181,2188,29212
1182,2374,29212
1183,2758,29212
1184,4146,29211
1185,4500,29211
1186,4448,29211
1187,4020,29211
1188,3815,29211
1189,3509,29211
1190,3344,29211
1191,3506,29211
1192,3794,29211
1193,3647,29211
1194,3633,29211
1195,3584,29210
1196,2524,29210
1197,2269,29210
1198,2423,29210
1199,2497,29210
1200,2524,29210
1201,2585,29210
1202,2666,29210
1203,2663,29210
1204,2617,29210
1205,2607,29209
1206,2738,29209
1207,3363,29209
1208,3414,29209
1209,3329,29209
1210,3166,29209
1211,3066,29209
1212,3014,29209
1213,2870,29209
1214,2816,29209
1215,2811,29209
1216,2660,29208
1217,2548,29208
1218,2181,29208
1219,1709,29208
1220,1767,29208
1221,1960,29208
1222,2244,29208
1223,2588,29208
1224,2974,29208
1225,3323,29208
1226,3624,29207
1227,3889,29207
1228,4113,29207
1229,4442,29207
1230,4764,29207
1231,4948,29207
1232,5096,29207
1233,5097,29207
1234,4984,29207
1235,4797,29207
1236,4752,29206
1237,5256,29206
1238,5492,29206
1239,5575,29206
1240,5609,29206
1241,5554,29206
1242,5410,29206
1243,5333,29206
1244,5187,29206
1245,5122,29206
1246,5084,29206
1247,5034,29205
1248,5188,29205
1249,5554,29205
1250,5748,29205
1251,5584,29205
1252,5790,29205
1253,6286,29205
1254,5851,29205
1255,5254,29205
1256,3816,29204
1257,3157,29204
1258,2382,29204
1259,1804,29204
1260,1430,29204
1261,1259,29204
1262,1124,29204
1263,1195,29204
1264,1535,29204
1265,1900,29204
1266,2494,29204
1267,2710,29203
1268,2928,29203
1269,3011,29203
1270,3076,29203
1271,2673,29203
1272,2344,29203
1273,2255,29203
1274,2170,29203
1275,1922,29203
1276,2324,29203
1277,2441,29202
1278,2037,29202
1279,2477,29202
1280,2694,29202
1281,2726,29202
1282,2185,29202
1283,1475,29202
1284,1481,29202
1285,1719,29202
1286,1783,29202
1287,1895,29201
1288,1943,29201
1289,1891,29201
1290,1814,29201
1291,1446,29201
1292,1712,29201
1293,1880,29201
1294,1772,29201
1295,1162,29201
1296,1075,29200
1297,1279,29200
1298,1408,29200
1299,1713,29200
1300,2041,29200
1301,2522,29199
1302,3174,29199
1303,4057,29199
1304,4246,29199
1305,3771,29199
1306,3264,29199
1307,3069,29199
1308,3149,29199
1309,3260,29199
1310,3453,29199
1311,3391,29198
1312,3363,29198
1313,4082,29198
1314,4570,29198
1315,4209,29198
1316,3943,29198
1317,4260,29198
1318,4721,29198
1319,5349,29198
1320,4769,29197
1321,4478,29197
1322,4383,29197
1323,4694,29197
1324,5008,29197
1325,4422,29197
1326,3715,29197
1327,3714,29197
1328,4785,29197
1329,5223,29196
1330,4204,29196
1331,3306,29196
1332,3157,29196
1333,3166,29196
1334,3204,29196
1335,4110,29196
1336,3634,29196
1337,2822,29196
1338,2731,29195
1339,2355,29195
1340,2847,29195
1341,2977,29195
1342,2967,29195
1343,2902,29195
1344,2714,29195
1345,3121,29195
1346,3211,29194
1347,3009,29194
1348,3143,29194
1349,2784,29194
1350,2876,29194
1351,2974,29194
1352,2429,29194
1353,2512,29194
1354,1828,29194
1355,1711,29193
1356,1792,29193
1357,1547,29193
1358,1892,29193
1359,1946,29193
1360,1719,29193
1361,2198,29193
1362,2322,29193
1363,2239,29193
1364,1793,29192
1365,1387,29192
1366,1653,29192
1367,1920,29192
1368,1780,29192
1369,2082,29192
1370,2522,29192
1371,2301,29192
1372,2309,29191
1373,2451,29191
1374,2045,29191
1375,2028,29191
1376,2534,29191
1377,2336,29191
1378,2514,29191
1379,2600,29191
1380,2830,29191
1381,2966,29190
1382,2566,29190
1383,2364,29190
1384,2252,29190
1385,1952,29190
1386,1951,29190
1387,2073,29190
1388,1950,29190
1389,1764,29190
1390,1545,29189
1391,1412,29189
1392,1361,29189
1393,1327,29189
1394,1370,29189
1395,1419,29189
1396,1442,29189
1397,1374,29189
1398,1344,29188
1399,1238,29188
1400,1199,29188
1401,1262,29188
1402,1708,29188
1403,2206,29188
1404,2465,29188
1405,2418,29188
1406,2038,29188
1407,1557,29187
1408,1004,29187
1409,1074,29187
1410,1596,29187
1411,2116,29187
1412,2443,29187
1413,2498,29187
1414,2453,29187
1415,2377,29186
1416,2281,29186
1417,2194,29186
1418,2107,29186
1419,1934,29186
1420,1824,29186
1421,1729,29186
1422,1731,29186
1423,1701,29186
1424,1717,29185
1425,1766,29185
1426,1801,29185
1427,1714,29185
1428,1527,29185
1429,1322,29185
1430,1068,29185
1431,1066,29185
1432,1210,29185
1433,1465,29184
1434,1616,29184
1435,1660,29184
1436,1667,29184
1437,1654,29184
1438,1592,29184
1439,1398,29184
1440,1282,29184
1441,1282,29183
1442,1250,29183
1443,1231,29183
1444,1253,29183
1445,1246,29183
1446,1181,29183
1447,1070,29183
1448,1230,29182
1449,1327,29181
1450,1016,29181
1451,1254,29181
1452,1451,29181
1453,1478,29180
1454,1391,29180
1455,1395,29180
1456,1249,29180
1457,1024,29180
1458,1002,29177
1459,1292,29177
1460,1262,29177
1461,1363,29177
1462,1471,29177
1463,1430,29177
1464,1268,29177
1465,1339,29177
1466,1530,29177
1467,1689,29176
1468,1908,29176
1469,2106,29176
1470,2163,29176
1471,2063,29176
1472,1960,29176
1473,1828,29176
1474,1657,29176
1475,1489,29176
1476,1374,29175
1477,1270,29175
1478,1135,29175
1479,1041,29175
1480,1028,29174
1481,1323,29174
1482,1624,29173
1483,1844,29173
1484,1865,29173
1485,1885,29173
1486,1940,29173
1487,2114,29173
1488,2230,29173
1489,2232,29173
1490,2019,29173
1491,1808,29173
1492,1585,29172
1493,1375,29172
1494,1109,29172
1495,1260,29169
1496,1649,29169
1497,1866,29169
1498,2260,29169
1499,2814,29169
1500,3106,29168
1501,3404,29168
1502,3426,29168
1503,3563,29168
1504,3649,29168
1505,3466,29168
1506,3370,29168
1507,3365,29168
1508,3374,29167
1509,2761,29167
1510,2233,29167
1511,1379,29167
1512,1015,28906
1513,1265,28906
1514,1359,28906
1515,1354,28906
1516,1357,28906
1517,1331,28905
1518,1361,28905
1519,1334,28905
1520,1307,28905
1521,1289,28905
1522,1248,28905
1523,1270,28905
1524,1371,28905
1525,1430,28905
1526,1395,28905
1527,1378,28904
1528,1627,28904
1529,1773,28904
1530,1841,28904
1531,1651,28904
1532,1867,28904
1533,2213,28904
1534,2628,28904
1535,3026,28904
1536,3767,28904
1537,4544,28903
1538,4854,28903
1539,5097,28903
1540,5344,28903
1541,4857,28903
1542,5020,28903
1543,5053,28903
1544,4762,28903
1545,4423,28903
1546,4233,28903
1547,3881,28902
1548,3568,28902
1549,3605,28902
1550,3522,28902
1551,3360,28902
1552,3243,28902
1553,3040,28902
1554,2625,28902
1555,2124,28902
1556,1608,28902
1557,1068,28901
1558,1395,28901
1559,1193,28901
1560,1022,28901
1561,1110,28900
1562,1292,28900
1563,1432,28900
1564,1574,28900
1565,1806,28900
1566,2059,28900
1567,2187,28900
1568,2201,28900
1569,2188,28900
1570,2274,28900
1571,2420,28899
1572,2553,28899
1573,2850,28899
1574,3562,28899
1575,4229,28899
1576,4470,28899
1577,4450,28899
1578,3655,28899
1579,2979,28899
1580,2595,28898
1581,2562,28898
1582,2633,28898
1583,2579,28898
1584,2448,28898
1585,2407,28898
1586,2449,28898
1587,3141,28898
1588,3361,28898
1589,3059,28897
1590,2818,28897
1591,2754,28897
1592,2766,28897
1593,2790,28897
1594,2899,28897
1595,3019,28897
1596,3342,28897
1597,3370,28897
1598,3362,28896
1599,3364,28896
1600,3511,28896
1601,3632,28896
1602,3761,28896
1603,3732,28896
1604,3662,28896
1605,3737,28896
1606,3977,28896
1607,3748,28895
1608,3725,28895
1609,3600,28895
1610,3632,28895
1611,3559,28895
1612,3419,28895
1613,3326,28895
1614,3374,28895
1615,3444,28895
1616,3417,28894
1617,3440,28894
1618,3435,28894
1619,3519,28894
1620,3752,28894
1621,4429,28894
1622,4513,28894
1623,4121,28894
1624,3841,28893
1625,3648,28893
1626,3529,28893
1627,3411,28893
1628,3278,28893
1629,3141,28893
1630,2984,28893
1631,3189,28893
1632,3511,28893
1633,3461,28892
1634,3271,28892
1635,3118,28892
1636,2333,28892
1637,1835,28892
1638,1866,28892
1639,2112,28892
1640,2254,28892
1641,2464,28892
1642,2344,28892
1643,2011,28891
1644,1621,28891
1645,1334,28891
1646,1278,28891
1647,1651,28891
1648,2287,28891
1649,3069,28891
1650,3572,28891
1651,3977,28891
1652,4117,28890
1653,3999,28890
1654,3940,28890
1655,3933,28890
1656,3908,28890
1657,3689,28890
1658,3190,28890
1659,2657,28890
1660,1809,28890
1661,1394,28889
1662,1267,28889
1663,1287,28889
1664,1514,28889
