,overpoints,to_end_seconds
8043,4315,22862
8044,4474,22862
8045,4585,22862
8046,4605,22862
8047,4565,22861
8048,4571,22861
8049,4542,22861
8050,4486,22861
8051,4347,22861
8052,4125,22861
8053,3939,22861
8054,3524,22861
8055,3007,22861
8056,2480,22861
8057,2055,22861
8058,1801,22860
8059,1530,22860
8060,1441,22860
8061,1528,22860
8062,2018,22860
8063,2489,22860
8064,2737,22860
8065,2705,22860
8066,2759,22860
8067,2710,22860
8068,2528,22859
8069,2474,22859
8070,2363,22859
8071,2066,22859
8072,1677,22859
8073,1308,22859
8074,1601,22858
8075,2428,22858
8076,3164,22858
8077,3692,22858
8078,3947,22858
8079,4075,22858
8080,4125,22857
8081,4127,22857
8082,4115,22857
8083,4149,22857
8084,4150,22857
8085,4157,22857
8086,4141,22857
8087,4079,22857
8088,4088,22857
8089,4102,22857
8090,4073,22857
8091,4120,22856
8092,4197,22856
8093,4402,22856
8094,4415,22856
8095,4399,22856
8096,4149,22856
8097,4135,22856
8098,4040,22856
8099,3942,22856
8100,3984,22856
8101,4002,22855
8102,3980,22855
8103,3910,22855
8104,3962,22855
8105,4079,22855
8106,4143,22855
8107,4034,22855
8108,4039,22855
8109,3998,22855
8110,3935,22855
8111,3939,22855
8112,3888,22854
8113,3804,22854
8114,3753,22854
8115,3693,22854
8116,3548,22854
8117,3376,22854
8118,3252,22854
8119,3177,22854
8120,3240,22854
8121,3372,22854
8122,3450,22853
8123,3509,22853
8124,3586,22853
8125,3642,22853
8126,3634,22853
8127,3530,22853
8128,3382,22853
8129,3241,22853
8130,3157,22853
8131,3126,22853
8132,3209,22853
8133,3279,22852
8134,3463,22852
8135,3628,22852
8136,3657,22852
8137,3542,22852
8138,3360,22852
8139,3230,22852
8140,3132,22852
8141,3056,22852
8142,3006,22852
8143,2928,22851
8144,2968,22851
8145,3060,22851
8146,3137,22851
8147,3240,22851
8148,3337,22851
8149,3319,22851
8150,3433,22851
8151,3508,22851
8152,3479,22851
8153,3519,22851
8154,3593,22850
8155,3686,22850
8156,3775,22850
8157,3845,22850
8158,3945,22850
8159,4156,22850
8160,4300,22850
8161,4311,22850
8162,4241,22850
8163,4080,22850
8164,4044,22849
8165,3971,22849
8166,3999,22849
8167,4029,22849
8168,4137,22849
8169,4145,22849
8170,4268,22849
8171,4304,22849
8172,4277,22849
8173,4241,22849
8174,4207,22848
8175,4010,22848
8176,4025,22848
8177,4162,22848
8178,4244,22848
8179,4383,22848
8180,4557,22848
8181,4678,22848
8182,4531,22848
8183,4574,22848
8184,4642,22848
8185,4648,22847
8186,4637,22847
8187,4596,22847
8188,4577,22847
8189,4438,22847
8190,4202,22847
8191,4174,22847
8192,4272,22847
8193,4365,22847
8194,4343,22847
8195,4162,22847
8196,4116,22846
8197,3948,22846
8198,3858,22846
8199,3872,22846
8200,3832,22846
8201,3691,22846
8202,3528,22846
8203,3591,22846
8204,3691,22846
8205,3682,22846
8206,3573,22845
8207,3417,22845
8208,3369,22845
8209,3423,22845
8210,3366,22845
8211,3267,22845
8212,3361,22845
8213,3395,22845
8214,3352,22845
8215,3091,22845
8216,2852,22844
8217,2703,22844
8218,2570,22844
8219,2665,22844
8220,2785,22844
8221,2927,22844
8222,3051,22844
8223,3146,22844
8224,3208,22844
8225,3183,22844
8226,3215,22844
8227,3223,22843
8228,3348,22843
8229,3461,22843
8230,3574,22843
8231,3633,22843
8232,3765,22843
8233,3850,22843
8234,3806,22843
8235,3746,22843
8236,3647,22843
8237,3709,22842
8238,3785,22842
8239,3955,22842
8240,4136,22842
8241,4255,22842
8242,4411,22842
8243,4569,22842
8244,4573,22842
8245,4593,22842
8246,4593,22842
8247,4585,22841
8248,4692,22841
8249,4761,22841
8250,4730,22841
8251,4486,22841
8252,4250,22841
8253,4201,22841
8254,4200,22841
8255,4149,22841
8256,4135,22841
8257,4048,22841
8258,4052,22840
8259,4004,22840
8260,3964,22840
8261,3882,22840
8262,3775,22840
8263,3657,22840
8264,3426,22840
8265,3022,22840
8266,2677,22840
8267,2036,22840
8268,1483,22839
8269,1057,22839
8270,1344,22838
8271,1852,22837
8272,2479,22837
8273,2894,22837
8274,3445,22837
8275,3176,22837
8276,3028,22837
8277,2713,22837
8278,2394,22837
8279,2100,22837
8280,1445,22837
8281,1083,22837
8282,1002,22835
8283,1083,22835
8284,1075,22833
8285,1015,22833
8286,1007,22832
8287,1055,22832
8288,1018,22832
8289,1109,22831
8290,1060,22831
8291,1008,22831
8292,1058,22831
8293,1006,22831
8294,1110,22831
8295,1078,22831
8296,1063,22831
8297,1531,22830
8298,2150,22830
8299,2847,22830
8300,3044,22830
8301,3084,22830
8302,3175,22830
8303,3273,22830
8304,3339,22830
8305,3299,22830
8306,3335,22830
8307,3014,22829
8308,2519,22829
8309,1767,22829
8310,1173,22829
8311,1140,22828
8312,1231,22828
8313,1153,22828
8314,1040,22828
8315,1186,22828
8316,1301,22828
8317,1298,22827
8318,1185,22827
8319,1022,22826
8320,1069,22819
8321,1439,22819
8322,1317,22819
8323,1192,22819
8324,1387,22819
8325,1610,22819
8326,1739,22819
8327,2583,22818
8328,2989,22818
8329,2815,22818
8330,2653,22818
8331,2399,22818
8332,2022,22818
8333,1739,22818
8334,1565,22818
8335,1416,22818
8336,1350,22818
8337,1371,22817
8338,1393,22817
8339,1569,22817
8340,1895,22817
8341,1679,22817
8342,1557,22817
8343,1460,22817
8344,1458,22817
8345,1574,22817
8346,1096,22812
8347,1148,22812
8348,1345,22811
8349,1305,22811
8350,1174,22811
8351,1168,22811
8352,1262,22811
8353,1268,22811
8354,1237,22810
8355,1261,22810
8356,1335,22810
8357,1373,22810
8358,2122,22810
8359,2195,22810
8360,2550,22809
8361,2567,22809
8362,3137,22809
8363,3207,22809
8364,3643,22808
8365,3616,22808
8366,3319,22808
8367,3237,22808
8368,2180,22808
8369,1963,22808
8370,1171,22806
8371,1271,22806
8372,2909,22806
8373,3154,22806
8374,4215,22806
8375,4140,22806
8376,3949,22805
8377,3890,22805
8378,3468,22805
8379,3438,22805
8380,3408,22805
8381,3356,22805
8382,2831,22804
8383,2858,22804
8384,3562,22804
8385,3547,22804
8386,3183,22803
8387,3092,22803
8388,1999,22803
8389,1961,22803
8390,1083,22803
8391,1044,22803
8392,1262,22802
8393,1408,22801
8394,1625,22801
8395,1633,22801
8396,1867,22801
8397,1904,22801
8398,1833,22800
8399,1844,22800
8400,2001,22800
8401,2054,22800
8402,1039,22800
8403,1082,22798
8404,1014,22798
8405,1013,22797
8406,1037,22797
8407,1232,22797
8408,1137,22797
8409,1429,22797
8410,1398,22797
8411,1289,22796
8412,1230,22796
8413,2009,22795
8414,2214,22795
8415,2202,22794
8416,2193,22794
8417,2355,22794
8418,1663,22794
8419,1357,22794
8420,1211,22791
8421,1192,22789
8422,1293,22789
8423,1839,22789
8424,1196,22789
8425,1191,22789
8426,1458,22789
8427,1536,22789
8428,2589,22788
8429,2364,22788
8430,2282,22788
8431,2103,22788
8432,2089,22788
8433,1972,22788
8434,1849,22787
8435,1803,22787
8436,1658,22787
8437,2013,22778
8438,2841,22778
8439,3218,22778
8440,3282,22777
8441,3130,22777
8442,2702,22777
8443,2166,22777
8444,1462,22776
8445,1092,22776
8446,1048,22776
8447,1050,22775
8448,1735,22775
8449,3055,22775
8450,4093,22774
8451,4886,22774
8452,5686,22774
8453,5556,22774
8454,5600,22773
8455,5518,22773
8456,4356,22773
8457,2354,22773
8458,1819,22772
8459,1565,22772
8460,1440,22772
8461,1377,22772
8462,1428,22771
8463,2096,22771
8464,2933,22771
8465,3214,22771
8466,3047,22770
8467,2538,22770
8468,1878,22770
8469,2880,22770
8470,3941,22769
8471,2518,22769
8472,2607,22769
8473,2713,22769
8474,2881,22768
8475,2665,22768
8476,2810,22768
8477,2761,22768
8478,2597,22767
8479,2030,22767
8480,1458,22767
8481,1298,22767
8482,1700,22766
8483,1488,22766
8484,1576,22766
8485,2136,22766
8486,2027,22765
8487,1837,22765
8488,1975,22765
8489,4963,22764
8490,4508,22764
8491,4799,22764
8492,5005,22764
8493,4575,22763
8494,4855,22763
8495,4955,22763
8496,5011,22763
8497,5133,22762
8498,5206,22762
8499,4964,22762
8500,4749,22762
8501,4571,22761
8502,4470,22761
8503,4427,22761
8504,4318,22760
8505,4280,22760
8506,4162,22760
8507,4343,22759
8508,4264,22759
8509,4614,22759
8510,4393,22759
8511,4186,22758
8512,4222,22758
8513,4265,22758
8514,4330,22757
8515,4455,22757
8516,4490,22757
8517,4352,22756
8518,3892,22756
8519,2205,22756
8520,1502,22755
8521,1318,22755
8522,1337,22755
8523,1075,22755
8524,1156,22754
8525,1809,22754
8526,2465,22754
8527,2825,22754
8528,2878,22754
8529,2623,22754
8530,2181,22753
8531,1726,22753
8532,1352,22753
8533,1012,22753
8534,1038,22753
8535,1382,22753
8536,1867,22753
8537,2349,22753
8538,2725,22753
8539,2973,22752
8540,3041,22752
8541,3001,22752
8542,3028,22752
8543,3082,22752
8544,3123,22752
8545,3134,22752
8546,3248,22752
8547,3290,22752
8548,3458,22752
8549,3404,22751
8550,3413,22751
8551,3490,22751
8552,3514,22751
8553,3660,22751
8554,3704,22751
8555,3648,22751
8556,3631,22751
8557,3697,22751
8558,3885,22751
8559,4298,22751
8560,4942,22750
8561,5824,22750
8562,6421,22750
8563,6693,22750
8564,6787,22750
8565,6799,22750
8566,6768,22750
8567,6679,22750
8568,6439,22750
8569,6221,22750
8570,5949,22749
8571,5245,22749
8572,4793,22749
8573,4118,22749
8574,3642,22749
8575,3088,22749
8576,2627,22749
8577,2152,22749
8578,1837,22749
8579,1268,22749
8580,1024,22749
8581,1055,22748
8582,1277,22748
8583,1151,22748
8584,1078,22748
8585,1223,22747
8586,1743,22747
8587,2175,22747
8588,2306,22747
8589,2291,22747
8590,2104,22747
8591,1652,22747
8592,1232,22747
8593,1255,22746
8594,2030,22746
8595,2549,22746
8596,2861,22746
8597,3095,22746
8598,3459,22746
8599,3730,22746
8600,3933,22745
8601,3655,22745
8602,3490,22745
8603,3590,22745
8604,3650,22745
8605,3749,22745
8606,3772,22745
8607,3571,22745
8608,3435,22745
8609,3521,22745
8610,3578,22745
8611,3514,22744
8612,3320,22744
8613,3268,22744
8614,3270,22744
8615,3443,22744
8616,3479,22744
8617,3362,22744
8618,3354,22744
8619,3291,22744
8620,3399,22744
8621,3478,22744
8622,3365,22743
8623,3274,22743
8624,3430,22743
8625,3612,22743
8626,3524,22743
8627,3338,22743
8628,3373,22743
8629,3598,22743
8630,3607,22743
8631,3425,22743
8632,3397,22742
8633,3455,22742
8634,3430,22742
8635,3537,22742
8636,3617,22742
8637,3695,22742
8638,3645,22742
8639,3545,22742
8640,3539,22742
8641,3697,22742
8642,3622,22742
8643,3329,22741
8644,2778,22741
8645,2349,22741
8646,1955,22741
8647,1535,22741
8648,1216,22741
8649,1044,22741
8650,1172,22740
8651,1299,22739
8652,1288,22739
8653,1468,22739
8654,2080,22739
8655,2917,22739
8656,2492,22739
8657,2370,22739
8658,2489,22739
8659,2667,22739
8660,3318,22739
8661,4344,22738
8662,6104,22738
8663,6483,22738
8664,6173,22738
8665,5403,22738
8666,4848,22738
8667,4412,22738
8668,4067,22738
8669,3877,22738
8670,3727,22738
8671,3630,22737
8672,3604,22737
8673,3562,22737
8674,3519,22737
8675,3532,22737
8676,3457,22737
8677,3449,22737
8678,3632,22737
8679,3842,22737
8680,4127,22737
8681,3737,22737
8682,3539,22736
8683,3442,22736
8684,3554,22736
8685,3181,22736
8686,2057,22736
8687,1604,22735
8688,1359,22735
8689,1216,22735
8690,1054,22735
8691,1152,22734
8692,2338,22734
8693,3966,22734
8694,4594,22733
8695,3905,22733
8696,3672,22733
8697,3230,22733
8698,2794,22732
8699,2375,22732
8700,2043,22732
8701,2967,22732
8702,4214,22731
8703,5062,22731
8704,5300,22731
8705,5098,22731
8706,4635,22730
8707,4049,22730
8708,3718,22730
8709,4214,22730
8710,4778,22729
8711,5045,22729
8712,5470,22729
8713,6546,22729
8714,6415,22728
8715,6769,22728
8716,7199,22728
8717,6852,22727
8718,5784,22727
8719,4805,22727
8720,4268,22726
8721,4435,22726
8722,4489,22726
8723,4830,22725
8724,3975,22725
8725,3608,22725
8726,4949,22724
8727,5164,22724
8728,5346,22724
8729,6249,22723
8730,5954,22723
8731,5410,22723
8732,4972,22722
8733,4674,22722
8734,4682,22722
8735,5755,22721
8736,6228,22721
8737,6383,22721
8738,6115,22720
8739,6146,22720
8740,6008,22720
8741,5636,22720
8742,4405,22719
8743,3477,22719
8744,3773,22719
8745,5407,22718
8746,6259,22718
8747,6236,22718
8748,5622,22717
8749,5532,22717
8750,6228,22717
8751,6263,22716
8752,6180,22716
8753,6306,22716
8754,5795,22715
8755,5323,22715
8756,4793,22715
8757,3894,22714
8758,2974,22714
8759,2743,22714
8760,2686,22713
8761,2711,22713
8762,2473,22713
8763,3515,22712
8764,3758,22712
8765,3801,22712
8766,4180,22712
8767,4623,22711
8768,3764,22711
8769,4242,22711
8770,3932,22711
8771,3111,22710
8772,1944,22710
8773,1973,22710
8774,1793,22710
8775,1725,22709
8776,1732,22709
8777,1749,22709
8778,1998,22709
8779,1726,22708
8780,1691,22708
8781,1521,22708
8782,1740,22708
8783,1521,22707
8784,1433,22707
8785,1098,22707
8786,1380,22706
8787,1252,22706
8788,1044,22705
8789,1111,22705
8790,1240,22705
8791,1254,22704
8792,1123,22704
8793,2083,22704
8794,4094,22704
8795,4069,22703
8796,4435,22703
8797,4072,22703
8798,4114,22703
8799,4246,22702
8800,4185,22702
8801,4085,22702
8802,3978,22702
8803,3671,22701
8804,4500,22701
8805,4225,22701
8806,4097,22701
8807,4117,22700
8808,4370,22700
8809,3950,22700
8810,3697,22699
8811,2788,22699
8812,2208,22699
8813,2041,22699
8814,3224,22698
8815,2715,22698
8816,3548,22698
8817,2129,22698
8818,1298,22697
8819,1222,22697
8820,1269,22695
8821,2217,22695
8822,2278,22695
8823,2089,22694
8824,3244,22694
8825,3200,22694
8826,3332,22693
8827,1383,22693
8828,1304,22693
8829,1267,22693
8830,1082,22693
8831,1764,22691
8832,2196,22691
8833,2488,22691
8834,2677,22691
8835,2761,22691
8836,2800,22691
8837,2938,22691
8838,3003,22691
8839,3055,22691
8840,3084,22691
8841,3068,22691
8842,2994,22691
8843,2977,22691
8844,2943,22691
8845,2859,22691
8846,2830,22690
8847,2799,22690
8848,2753,22690
8849,2738,22690
8850,2740,22690
8851,2670,22690
8852,2593,22690
8853,2404,22690
8854,2285,22690
8855,2230,22690
8856,2121,22690
8857,2103,22690
8858,2053,22690
8859,1973,22690
8860,1917,22690
8861,1865,22690
8862,1831,22690
8863,1744,22690
8864,1715,22690
8865,1608,22690
8866,1546,22690
8867,1479,22690
8868,1422,22689
8869,1392,22689
8870,1412,22689
8871,1372,22689
8872,1379,22689
8873,1425,22689
8874,1550,22689
8875,1597,22689
8876,1699,22689
8877,1911,22689
8878,2047,22689
8879,2112,22689
8880,2132,22689
8881,2124,22689
8882,2095,22689
8883,2040,22689
8884,2039,22689
8885,2038,22689
8886,2123,22689
8887,2205,22689
8888,2300,22689
8889,2354,22689
8890,2450,22688
8891,2492,22688
8892,2424,22688
8893,2371,22688
8894,2275,22688
8895,2212,22688
8896,2150,22688
8897,2099,22688
8898,2034,22688
8899,1972,22688
8900,1911,22688
8901,1809,22688
8902,1764,22688
8903,1682,22688
8904,1643,22688
8905,1572,22688
8906,1549,22688
8907,1526,22688
8908,1468,22688
8909,1420,22688
8910,1384,22688
8911,1366,22688
8912,1321,22687
8913,1294,22687
8914,1276,22687
8915,1260,22687
8916,1208,22687
8917,1179,22687
8918,1174,22687
8919,1121,22687
8920,1026,22686
8921,1070,22686
8922,1140,22685
8923,1162,22685
8924,1189,22685
8925,1263,22685
8926,1275,22685
8927,1300,22685
8928,1426,22685
8929,1494,22685
8930,1644,22685
8931,1674,22685
8932,1760,22685
8933,1836,22685
8934,1860,22685
8935,1930,22685
8936,1968,22685
8937,2021,22685
8938,2034,22685
8939,2029,22685
8940,2057,22685
8941,2046,22685
8942,2027,22685
8943,2023,22685
8944,1999,22684
8945,1984,22684
8946,1976,22684
8947,2059,22684
8948,2099,22684
8949,2118,22684
8950,2141,22684
8951,2160,22684
8952,2174,22684
8953,2254,22684
8954,2272,22684
8955,2448,22684
8956,2526,22684
8957,2609,22684
8958,2606,22684
8959,2713,22684
8960,2922,22684
8961,3095,22684
8962,3218,22684
8963,3307,22684
8964,3395,22684
8965,3334,22683
8966,3261,22683
8967,3092,22683
8968,3034,22683
8969,2885,22683
8970,2782,22683
8971,2685,22683
8972,2584,22683
8973,2519,22683
8974,2444,22683
8975,2472,22683
8976,2467,22683
8977,2482,22683
8978,2519,22683
8979,2583,22683
8980,2618,22683
8981,2541,22683
8982,2491,22683
8983,2365,22683
8984,2298,22683
8985,2219,22683
8986,2113,22683
8987,2069,22682
8988,2005,22682
8989,1859,22682
8990,1774,22682
8991,1726,22682
8992,1644,22682
8993,1618,22682
8994,1594,22682
8995,1556,22682
8996,1526,22682
8997,1492,22682
8998,1459,22682
8999,1449,22682
9000,1458,22682
9001,1447,22682
9002,1445,22682
9003,1410,22682
9004,1378,22682
9005,1342,22682
9006,1295,22682
9007,1257,22682
9008,1179,22682
9009,1156,22682
9010,1144,22681
9011,1151,22681
9012,1177,22681
9013,1202,22681
9014,1282,22681
9015,1326,22681
9016,1460,22681
9017,1518,22681
9018,1530,22681
9019,1556,22681
9020,1550,22681
9021,1598,22681
9022,1686,22681
9023,1834,22681
9024,1826,22681
9025,1808,22681
9026,1829,22681
9027,1820,22681
9028,1796,22681
9029,1725,22681
9030,1694,22681
9031,1692,22681
9032,1700,22681
9033,1765,22680
9034,1859,22680
9035,1991,22680
9036,2046,22680
9037,2096,22680
9038,2269,22680
9039,2324,22680
9040,2391,22680
9041,2523,22680
9042,2631,22680
9043,2623,22680
9044,2664,22680
9045,2713,22680
9046,2719,22680
9047,2723,22680
9048,2696,22680
9049,2683,22680
9050,2642,22680
9051,2461,22680
9052,2285,22680
9053,2125,22680
9054,1821,22680
9055,1713,22679
9056,1620,22679
9057,1455,22679
9058,1370,22679
9059,1338,22679
9060,1250,22679
9061,1206,22679
9062,1160,22679
9063,1089,22679
9064,1100,22679
9065,1030,22679
9066,1022,22679
9067,1031,22679
9068,1039,22679
9069,1001,22679
9070,1001,22679
9071,1008,22679
9072,1013,22679
9073,1018,22679
9074,1002,22677
9075,1056,22676
9076,1128,22676
9077,1129,22676
9078,1163,22676
9079,1275,22676
9080,1310,22676
9081,1331,22676
9082,1609,22676
9083,1777,22676
9084,1911,22676
9085,2156,22676
9086,2261,22676
9087,2374,22675
9088,2650,22675
9089,2830,22675
9090,3173,22675
9091,3346,22675
9092,3466,22675
9093,3597,22675
9094,3881,22675
9095,4097,22675
9096,4158,22675
9097,4196,22675
9098,4228,22675
9099,4242,22675
9100,4238,22675
9101,4151,22675
9102,4130,22675
9103,4107,22675
9104,4027,22675
9105,3956,22675
9106,3935,22675
9107,3896,22675
9108,3896,22675
9109,3904,22674
9110,3975,22674
9111,4081,22674
9112,4284,22674
9113,4227,22674
9114,4173,22674
9115,4108,22674
9116,4065,22674
9117,4060,22674
9118,4063,22674
9119,4033,22674
9120,3991,22674
9121,3984,22674
9122,3923,22674
9123,3909,22674
9124,3833,22674
9125,3770,22674
9126,3706,22674
9127,3510,22674
9128,3409,22674
9129,3320,22674
9130,3211,22674
9131,3175,22673
9132,3127,22673
9133,3055,22673
9134,3050,22673
9135,3043,22673
9136,3061,22673
9137,3092,22673
9138,3149,22673
9139,3206,22673
9140,3328,22673
9141,3368,22673
9142,3455,22673
9143,3583,22673
9144,3724,22673
9145,3844,22673
9146,3898,22673
9147,3924,22673
9148,3948,22673
9149,3919,22673
9150,3974,22673
9151,3933,22673
9152,3947,22673
9153,3915,22673
9154,3837,22672
9155,3821,22672
9156,3816,22672
9157,3794,22672
9158,3826,22672
9159,3810,22672
9160,3792,22672
9161,3724,22672
9162,3719,22672
9163,3730,22672
9164,3731,22672
9165,3637,22672
9166,3655,22672
9167,3533,22672
9168,3522,22672
9169,3586,22672
9170,3591,22672
9171,3658,22672
9172,3897,22672
9173,4052,22672
9174,4252,22672
9175,4411,22672
9176,4404,22671
9177,4292,22671
9178,4251,22671
9179,4202,22671
9180,4195,22671
9181,4173,22671
9182,4264,22671
9183,4406,22671
9184,4498,22671
9185,4607,22671
9186,4687,22671
9187,4762,22671
9188,4807,22671
9189,4888,22671
9190,4936,22671
9191,5014,22671
9192,5077,22671
9193,5143,22671
9194,5290,22671
9195,5378,22671
9196,5516,22671
9197,5590,22671
9198,5595,22670
9199,5645,22670
9200,5652,22670
9201,5635,22670
9202,5567,22670
9203,5507,22670
9204,5490,22670
9205,5417,22670
9206,5367,22670
9207,5306,22670
9208,5193,22670
9209,4878,22670
9210,4694,22670
9211,4233,22670
9212,4053,22670
9213,3818,22670
9214,3589,22670
9215,3025,22670
9216,2747,22670
9217,2499,22670
9218,2093,22670
9219,1889,22670
9220,1689,22669
9221,1418,22669
9222,1348,22669
9223,1287,22669
9224,1462,22669
9225,1559,22669
9226,1637,22669
9227,1626,22669
9228,1650,22669
9229,1662,22669
9230,1610,22669
9231,1649,22669
9232,1621,22669
9233,1530,22669
9234,1402,22669
9235,1372,22669
9236,1359,22669
9237,1392,22669
9238,1406,22669
9239,1441,22669
9240,1430,22669
9241,1377,22669
9242,1332,22668
9243,1318,22668
9244,1338,22668
9245,1370,22668
9246,1408,22668
9247,1389,22668
9248,1369,22668
9249,1357,22668
9250,1321,22668
9251,1297,22668
9252,1333,22668
9253,1363,22668
9254,1334,22668
9255,1301,22668
9256,1196,22668
9257,1201,22668
9258,1205,22668
9259,1191,22668
9260,1258,22668
9261,1280,22668
9262,1278,22668
9263,1311,22668
9264,1273,22667
9265,1328,22667
9266,1333,22667
9267,1325,22667
9268,1322,22667
9269,1346,22667
9270,1322,22667
9271,1307,22667
9272,1264,22667
9273,1173,22667
9274,1192,22667
9275,1168,22667
9276,1259,22667
9277,1247,22667
9278,1279,22667
9279,1253,22667
9280,1223,22667
9281,1259,22667
9282,1285,22667
9283,1295,22667
9284,1314,22667
9285,1313,22667
9286,1253,22667
9287,1187,22666
9288,1157,22666
9289,1150,22666
9290,1185,22666
9291,1182,22666
9292,1222,22666
9293,1180,22666
9294,1170,22666
9295,1201,22666
9296,1174,22666
9297,1183,22666
9298,1199,22666
9299,1252,22666
9300,1321,22666
9301,1340,22666
9302,1295,22666
9303,1293,22666
9304,1322,22666
9305,1318,22666
9306,1360,22666
9307,1361,22666
9308,1409,22666
9309,1297,22665
9310,1262,22665
9311,1254,22665
9312,1206,22665
9313,1208,22665
9314,1232,22665
9315,1292,22665
9316,1286,22665
9317,1247,22665
9318,1222,22665
9319,1231,22665
9320,1199,22665
9321,1203,22665
9322,1192,22665
9323,1196,22665
9324,1093,22665
9325,1039,22665
9326,1025,22665
9327,1127,22665
9328,1113,22664
9329,1179,22664
9330,1212,22664
9331,1311,22664
9332,1331,22664
9333,1372,22664
9334,1455,22664
9335,1409,22664
9336,1419,22664
9337,1422,22664
9338,1447,22664
9339,1392,22664
9340,1287,22664
9341,1261,22664
9342,1229,22664
9343,1158,22664
9344,1117,22664
9345,1064,22664
9346,1061,22663
9347,1099,22663
9348,1218,22663
9349,1236,22663
9350,1252,22663
9351,1298,22663
9352,1360,22663
9353,1399,22663
9354,1390,22663
9355,1463,22663
9356,1463,22663
9357,1469,22663
9358,1426,22663
9359,1439,22663
9360,1456,22663
9361,1491,22663
9362,1433,22663
9363,1327,22663
9364,1272,22663
9365,1209,22662
9366,1221,22662
9367,1135,22662
9368,1112,22662
9369,1084,22662
9370,1054,22662
9371,1008,22662
9372,1059,22661
9373,1071,22661
9374,1108,22661
9375,1117,22661
9376,1105,22661
9377,1081,22661
9378,1106,22661
9379,1162,22661
9380,1175,22661
9381,1292,22661
9382,1274,22661
9383,1339,22661
9384,1332,22661
9385,1263,22661
9386,1256,22661
9387,1234,22661
9388,1191,22661
9389,1170,22661
9390,1143,22661
9391,1119,22661
9392,1088,22661
9393,1063,22661
9394,1052,22660
9395,1023,22660
9396,1379,22660
9397,1600,22660
9398,1879,22660
9399,2112,22660
9400,2521,22660
9401,2620,22660
9402,2665,22660
9403,2573,22660
9404,2498,22660
9405,2464,22660
9406,2126,22660
9407,1921,22659
9408,1646,22659
9409,1200,22659
9410,1082,22659
9411,1057,22659
9412,1148,22659
9413,1329,22659
9414,1379,22659
9415,1473,22659
9416,1461,22659
9417,1513,22659
9418,1578,22659
9419,1710,22659
9420,1760,22659
9421,1776,22659
9422,1777,22658
9423,1764,22658
9424,1700,22658
9425,1601,22658
9426,1602,22658
9427,1623,22658
9428,1782,22658
9429,1764,22658
9430,1814,22658
9431,1805,22658
9432,1730,22658
9433,1728,22658
9434,1659,22658
9435,1543,22658
9436,1431,22658
9437,1437,22658
9438,1491,22658
9439,1492,22658
9440,1517,22658
9441,1434,22658
9442,1553,22658
9443,1633,22658
9444,1555,22657
9445,1384,22657
9446,1256,22657
9447,1221,22657
9448,1186,22657
9449,1235,22657
9450,1294,22657
9451,1418,22657
9452,1493,22657
9453,1815,22657
9454,1949,22657
9455,2236,22657
9456,2361,22657
9457,2488,22657
9458,2789,22657
9459,2904,22657
9460,2993,22657
9461,3021,22657
9462,3056,22657
9463,3039,22657
9464,2973,22657
9465,2829,22657
9466,2657,22656
9467,2429,22656
9468,1958,22656
9469,1803,22656
9470,1534,22656
9471,1395,22656
9472,1262,22656
9473,1185,22656
9474,1196,22656
9475,1200,22656
9476,1300,22656
9477,1451,22656
9478,1887,22656
9479,2182,22656
9480,2380,22656
9481,2885,22656
9482,3133,22656
9483,3380,22656
9484,2937,22656
9485,2727,22656
9486,2627,22656
9487,2720,22656
9488,2756,22655
9489,2744,22655
9490,2775,22655
9491,2838,22655
9492,2899,22655
9493,2994,22655
9494,3729,22655
9495,3875,22655
9496,3847,22655
9497,3553,22655
9498,3280,22655
9499,2801,22655
9500,2575,22655
9501,2358,22655
9502,2177,22655
9503,1968,22655
9504,1898,22655
9505,1833,22655
9506,1802,22655
9507,1791,22655
9508,1743,22655
9509,1713,22655
9510,1732,22654
9511,1681,22654
9512,1652,22654
9513,1667,22654
9514,1624,22654
9515,1530,22654
9516,1505,22654
9517,1455,22654
9518,1428,22654
9519,1434,22654
9520,1425,22654
9521,1436,22654
9522,1433,22654
9523,1461,22654
9524,1436,22654
9525,1431,22654
9526,1424,22654
9527,1446,22654
9528,1408,22654
9529,1412,22654
9530,1381,22654
9531,1347,22654
9532,1371,22653
9533,1370,22653
9534,1443,22653
9535,1492,22653
9536,1569,22653
9537,1688,22653
9538,1800,22653
9539,1856,22653
9540,2002,22653
9541,2039,22653
9542,2081,22653
9543,1961,22653
9544,1722,22653
9545,1543,22653
9546,1300,22653
9547,1288,22653
9548,1528,22653
9549,1236,22652
9550,1126,22652
9551,1054,22652
9552,1031,22652
9553,1021,22652
9554,1157,22651
9555,1394,22651
9556,1819,22651
9557,2470,22651
9558,2844,22651
9559,2870,22651
9560,2819,22651
9561,2700,22650
9562,2570,22650
9563,2423,22650
9564,2014,22650
9565,1473,22650
9566,1118,22649
9567,1079,22649
9568,1044,22649
9569,1133,22649
9570,1256,22649
9571,1365,22649
9572,1284,22649
9573,1210,22649
9574,1334,22649
9575,1579,22649
9576,1734,22649
9577,1805,22648
9578,1848,22648
9579,1912,22648
9580,1926,22648
9581,1964,22648
9582,1912,22648
9583,1886,22648
9584,1871,22648
9585,1734,22648
9586,1576,22648
9587,1576,22647
9588,1550,22647
9589,1554,22647
9590,1606,22647
9591,1650,22647
9592,1544,22647
9593,1503,22647
9594,1522,22647
9595,1479,22647
9596,1492,22647
